ID,RT,DT,CCS,m/z,SD,Abundance,37 2286 - DBS.d.DeMP,40 2182 - DBS.d.DeMP,43 2187 - DBS.d.DeMP,46 2854 - DBS.d.DeMP,49 2911 - DBS.d.DeMP,127 1777 - DBS.d.DeMP,130 1821 - DBS.d.DeMP,133 1673 - DBS.d.DeMP,136 1894 - DBS.d.DeMP,139 3330 - DBS.d.DeMP,82 2003 - DBS.d.DeMP,85 2095 - DBS.d.DeMP,88 2046 - DBS.d.DeMP,91 2889 - DBS.d.DeMP,94 3021 - DBS.d.DeMP,DBS 2184.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
159,16.366,40.323,296.79,885.5525,0.002,2002,791,787,423,0.001,2305,6977,1827,4083,3933,4147,870,1257,426,1651,2548,0.001,0.001,0.001,0.001
160,13.663,25.062,189.22,329.2481,0.0005,2001,1510,1190,3161,0.001,3942,3031,661,2394,868,1568,625,993,1015,649,3135,7274,0.001,0.001,0.001
161,12.69,27.221,203.59,429.2467,0.0005,1996,1619,1486,2503,0.001,2023,3228,1589,2338,1571,2622,1340,2171,2130,1800,2465,3053,393,231,398
162,13.224,27.969,208.82,455.3175,0.0007,1987,1603,1677,1274,0.001,1767,2243,2336,2023,2687,2862,2000,2852,1840,2366,3139,1118,199,0.001,152
163,13.345,30.695,228.93,467.3741,0.0008,1965,0.001,821,2033,0.001,0.001,0.001,0.001,4038,0.001,8752,1506,2710,2239,2239,0.001,7104,0.001,0.001,0.001
164,10.141,30.259,224.7,557.2817,0.0008,1960,1169,1824,1911,0.001,1577,1756,1457,2909,1086,1899,2156,3342,2783,2735,2177,2574,536,289,319
165,14.464,26.451,198.9,365.2663,0.0005,1894,972,1321,1601,0.001,1376,1255,915,1305,1296,1171,947,1521,1747,719,1428,12722,205,228,246
166,13.549,28.165,210.34,452.2782,0.0007,1871,2747,0.001,2159,0.001,0.001,2343,0.001,1996,3233,2094,4558,4625,392,2647,3143,0.001,0.001,0.001,0.001
167,14.028,29.689,220.92,513.3413,0.0008,1814,1567,1545,1827,0.001,1685,1841,2260,1847,2305,2173,2057,1828,2833,1726,2428,1099,1111,167,356
168,13.902,26.094,196.27,363.2512,0.0005,1813,719,1724,1780,0.001,1333,1577,839,1304,444,688,841,970,1346,379,1680,13386,0.001,0.001,0.001
169,13.227,29.154,216.99,510.3089,0.0008,1810,1402,1358,1214,0.001,1592,2146,2382,2252,2755,2707,1939,2316,1758,2298,2596,247,0.001,133,0.001
170,14.914,27.369,205.22,397.3687,0.0006,1801,1502,1004,3068,0.001,1718,1922,1808,1515,1905,2030,1622,1383,4760,841,2466,1271,0.001,0.001,0.001
171,0.244,21.546,162.7,329.0297,0.0004,1788,1940,1641,2152,0.001,1686,1785,2222,1990,2210,2327,1448,2261,1890,1816,2095,1150,0.001,0.001,0.001
172,15.11,27.816,208.33,411.3845,0.0005,1778,1513,999,2506,0.001,1799,2043,1786,1646,2007,2222,1724,1578,4530,723,2302,1067,94,0.001,0.001
173,9.827,26.093,195.23,425.2018,0.0004,1775,1017,1474,1639,0.001,1316,1721,1281,3013,902,1690,1971,2844,2028,2449,1724,3338,491,316,297
174,11.907,23.384,177.85,277.1838,0.0004,1763,1881,1909,1700,0.001,1896,1782,2024,2104,2147,2149,1967,2147,2203,2105,2058,132,1876,1647,1599
175,12.69,27.22,203.61,428.2494,0.0006,1751,1544,1256,2185,0.001,1808,2792,1396,1986,1351,2262,1178,1893,1858,1500,2276,2736,383,224,286
176,13.2,29.119,216.75,511.3064,0.0009,1749,1533,1339,1132,0.001,1506,2192,2130,2254,2537,2599,1894,2398,1620,2262,2591,0.001,175,95,178
177,12.821,23.04,175.25,277.2165,0.0004,1748,612,1042,1566,0.001,747,2234,750,1669,527,823,635,802,1038,0.001,3588,11941,0.001,0.001,0.001
178,13.51,29.769,221.22,541.2681,0.0012,1744,1060,2308,2067,0.001,1479,1520,2216,1304,1083,1891,2504,2820,2526,2328,2280,524,332,208,160
179,13.455,34.736,256.73,701.286,0.0015,1725,810,2088,2037,0.001,1403,1951,2467,1444,0.001,2659,2684,2846,2487,2386,2343,0.001,0.001,0.001,167
180,10.85,26.837,200.37,448.306,0.0006,1716,0.001,0.001,0.001,0.001,4216,0.001,0.001,926,0.001,0.001,0.001,6249,487,4040,4843,6689,0.001,0.001,0.001
181,13.771,19.562,150.51,223.0277,0.0003,1703,1161,1608,2614,0.001,1317,932,1645,1968,1782,2197,1279,2808,4141,1899,1898,0.001,0.001,0.001,0.001
182,12.641,22.573,171.86,271.2266,0.0004,1699,1638,1295,2288,0.001,1977,2507,1541,2026,1387,2448,1303,2272,2123,1764,2200,420,278,197,252
183,15.516,28.256,211.44,423.3653,0.0006,1698,1401,1513,1425,0.001,1943,2009,1510,2292,2366,1816,2207,2282,2386,1352,2388,283,0.001,0.001,0.001
184,7.851,27.972,209.48,413.1999,0.0007,1679,1479,625,501,0.001,3286,324,1856,3919,1579,6792,255,1620,973,1885,1288,477,0.001,0.001,0.001
185,4.538,26.404,197.41,435.2024,0.0012,1678,815,985,1227,0.001,1005,2627,1654,4327,1691,1825,1741,2321,2216,2324,2020,69,614,326,245
186,13.569,33.32,247.55,539.4316,0.001,1660,0.001,348,951,0.001,0.001,0.001,629,2422,329,4322,2149,1582,755,1848,407,10813,0.001,0.001,0.001
187,10.092,22.271,165.88,498.9292,0.0009,1643,1061,0.001,2843,0.001,5246,730,1206,1574,2121,837,3832,2117,0.001,3068,514,1146,3713,0.001,666
188,13.51,27.54,205.46,468.2317,0.0006,1643,932,2519,1962,0.001,1337,1295,2112,1126,866,1775,2487,2642,2338,2165,2119,609,227,160,136
189,15.5,37.113,273.9,748.5315,0.0015,1635,352,0.001,0.001,0.001,1718,11222,2931,1192,2013,3907,0.001,0.001,0.001,1738,1083,0.001,0.001,0.001,0.001
190,15.31,29.141,217.58,455.3921,0.0008,1623,1270,1531,1549,0.001,1822,1967,1318,2004,2101,1707,1967,2257,2379,1225,2230,636,0.001,0.001,0.001
191,13.901,30.638,228.68,473.4344,0.0033,1608,5778,4246,0.001,0.001,6982,0.001,4212,0.001,4502,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,955,0.001
192,12.352,25.814,194.32,355.285,0.0005,1593,1579,1342,1220,0.001,1619,1571,1827,1985,1785,2161,1556,2267,1243,1988,2276,1061,0.001,0.001,0.001
193,13.577,29.319,218.57,480.3098,0.0007,1573,1445,1656,1374,0.001,1543,1156,1454,1631,1067,1812,1000,2527,3012,968,2554,1967,0.001,0.001,0.001
194,14.691,25.499,192.24,341.3058,0.0004,1571,1021,1236,1221,0.001,1588,2149,1198,1686,1835,1757,1527,1633,1855,1226,2085,3126,0.001,0.001,0.001
195,13.55,33.145,246.11,559.3985,0.001,1556,217,1025,2484,0.001,805,188,904,1840,0.001,4734,1482,3347,2549,3390,977,957,0.001,0.001,0.001
196,0.777,21.557,164.15,271.1353,0.0004,1556,642,3273,1424,0.001,778,1508,460,2575,0.001,1164,0.001,2259,513,2568,1225,6510,0.001,0.001,0.001
197,12.94,24.636,186.57,305.2146,0.0006,1546,1122,1171,1133,0.001,1169,2759,1947,2169,2051,2233,1560,1836,1680,1856,1954,100,1688,1497,1367
198,13.468,36.003,265.76,745.3098,0.0011,1535,0.001,1876,1874,0.001,1505,1816,2346,1470,0.001,2424,2240,2213,2274,2318,2197,0.001,0.001,0.001,0.001
199,14.032,29.373,218.77,496.3675,0.0009,1534,1514,1416,1822,0.001,1498,1620,1698,1498,1821,1739,1771,1577,2254,1498,1917,907,548,0.001,0.001
200,14.324,28.626,213.7,462.2984,0.0006,1528,786,1219,819,0.001,964,2822,1340,2757,1346,2502,1227,2901,2635,1709,1422,0.001,0.001,0.001,0.001
201,7.873,26.238,197.24,369.1733,0.0005,1528,94,676,611,0.001,5574,919,1423,1880,2381,1730,192,1860,1542,3371,1968,223,0.001,0.001,0.001
202,0.952,16.692,129.71,188.9852,0.0004,1488,934,462,407,0.001,2255,1362,1398,614,455,0.001,3628,2562,506,641,171,8414,0.001,0.001,0.001
203,13.747,26.744,200.35,409.2351,0.0006,1488,1614,1521,1403,0.001,1623,1619,1875,2081,1940,1909,1449,1817,2263,1335,565,788,0.001,0.001,0.001
204,15.515,30.423,226.42,511.3802,0.0007,1487,811,1035,960,0.001,1417,2192,1169,1883,2052,1716,1658,1738,1817,1081,2129,2128,0.001,0.001,0.001
205,13.652,26.819,200.85,413.2696,0.0006,1453,856,1195,2379,0.001,1376,1937,1080,1362,1146,1669,1176,1880,2458,995,1890,1848,0.001,0.001,0.001
206,14.663,29.532,219.86,505.3091,0.0006,1448,1172,1330,2059,0.001,1218,1942,1119,1656,1057,1921,1149,2198,2027,1411,1749,1166,0.001,0.001,0.001
207,14.931,26.717,200.63,380.3208,0.0004,1448,1152,1492,1256,0.001,1846,1625,1289,1706,2038,1614,1893,1880,1857,1461,1806,250,0.001,0.001,0.001
208,14.029,29.082,217.3,443.3371,0.0005,1438,765,718,790,0.001,802,859,988,913,910,935,920,860,913,750,965,10912,202,0.001,0.001
209,13.496,28.528,212.47,497.2409,0.0009,1436,881,1919,1910,0.001,1228,1472,2028,1275,1086,1920,2107,2396,2122,0.001,1940,695,355,243,173
210,15.309,27.765,208.01,408.353,0.0008,1436,1220,1447,1123,0.001,1495,1607,1547,1760,2226,1422,1878,2017,1629,1270,2033,302,0.001,0.001,0.001
211,14.029,29.668,220.78,512.3438,0.0007,1431,1211,1233,1499,0.001,1373,1544,1770,1526,1856,1668,1541,1498,2170,1316,1913,785,887,0.001,215
212,13.351,25.837,194.38,361.2357,0.0005,1431,664,1042,1137,0.001,978,1442,774,1201,638,695,997,856,1160,460,1654,9201,0.001,0.001,0.001
213,13.751,25.744,193.83,353.3056,0.0004,1428,1433,1127,1111,0.001,1319,1624,1644,1663,1647,1829,1149,1956,1687,1316,2265,1081,234,0.001,121
214,13.523,28.942,215.38,512.2578,0.0009,1417,898,1968,1747,0.001,1195,1182,1951,1012,951,1564,2089,2053,1977,1877,1691,523,252,158,143
215,13.945,30.305,225.16,546.2811,0.0009,1417,888,2191,942,0.001,1252,1640,816,2314,748,1281,1781,2925,1193,1086,2155,1454,0.001,0.001,0.001
216,14.273,24.925,187.93,327.2903,0.0007,1415,0.001,0.001,0.001,0.001,0.001,11139,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,11190,305,0.001,0.001,0.001
217,12.436,32.456,240.95,570.172,0.0007,1414,1724,1606,1285,0.001,1423,1014,1606,1568,1452,1873,1684,2316,1701,1444,1920,0.001,0.001,0.001,0.001
218,10.63,19.556,150.41,223.0276,0.0003,1413,1648,975,3411,0.001,1287,1054,840,1462,1283,1931,1140,2100,2659,1497,927,388,1018,408,570
219,16.01,36.85,272.06,742.5411,0.0017,1410,497,0.001,411,0.001,1507,7098,2270,0.001,3045,2309,1415,0.001,0.001,2395,1618,0.001,0.001,0.001,0.001
220,16.032,37.512,276.57,766.5427,0.0021,1406,0.001,0.001,0.001,0.001,0.001,11991,3538,0.001,2523,4083,0.001,0.001,0.001,353,0.001,0.001,0.001,0.001,0.001
221,14.611,24.433,184.94,311.2944,0.0005,1393,1118,1024,2080,0.001,1190,2247,1434,1621,1218,1658,1020,2130,2647,1164,1735,0.001,0.001,0.001,0.001
222,4.938,27.658,206.24,479.2296,0.0006,1364,626,660,943,0.001,827,2068,1262,3687,1107,1403,1553,2262,1997,1821,1603,0.001,504,224,248
223,12.208,25.898,194.36,387.0335,0.0005,1351,1169,623,4464,0.001,1182,370,594,774,1032,839,755,1868,3209,1049,605,3086,615,137,258
224,15.476,28.611,214.12,421.3292,0.0004,1351,1204,1440,1249,0.001,1280,1012,1088,1387,1577,1198,1886,1510,1904,936,1655,2288,0.001,0.001,0.001
225,4.854,25.068,188.88,351.1626,0.0007,1337,386,1285,205,0.001,718,0.001,4537,1019,712,6747,0.001,313,245,2605,2626,0.001,0.001,0.001,0.001
226,14.031,28.572,213.11,471.3283,0.0006,1330,1429,1286,1973,0.001,1638,1100,1182,1023,1330,1178,1421,1232,2212,951,1603,1719,401,0.001,0.001
227,13.656,17.492,134.78,218.0309,0.0007,1312,955,894,2133,0.001,2089,1952,2041,2149,1190,0.001,1943,1132,1676,1145,1690,0.001,943,0.001,0.001
228,1.949,13.076,100.13,248.971,0.001,1290,7299,0.001,6302,0.001,0.001,0.001,0.001,0.001,4130,0.001,1560,1350,0.001,0.001,0.001,0.001,0.001,0.001,0.001
229,15.715,39.886,293.93,818.5937,0.0014,1288,902,1329,728,0.001,1314,2683,2585,1126,2158,1724,725,1037,1475,1578,1250,0.001,1422,0.001,0.001
230,15.134,29.405,219.19,482.352,0.0007,1286,687,1025,805,0.001,1290,1721,1075,1676,1651,1538,1432,1850,1471,967,1682,1708,0.001,0.001,0.001
231,13.468,36.002,265.78,744.3104,0.001,1277,0.001,1790,1773,0.001,1427,1727,2190,0.001,864,2234,2139,2097,0.001,2066,2117,0.001,0.001,0.001,0.001
232,13.554,35.512,262.17,733.4041,0.001,1276,0.001,1900,2208,0.001,0.001,1264,1835,1201,567,0.001,2084,2793,2737,2038,1787,0.001,0.001,0.001,0.001
233,10.868,23.33,177.01,293.2117,0.0004,1274,1525,990,1026,0.001,2089,1620,1770,1847,391,521,0.001,0.001,1303,398,3039,3867,0.001,0.001,0.001
234,11.722,23.603,178.96,297.2428,0.0003,1269,1093,1860,957,0.001,1589,1055,663,1397,530,833,763,1943,1147,844,1822,3806,0.001,0.001,0.001
235,10.229,31.5,233.49,601.3084,0.0008,1265,718,1146,1352,0.001,919,1301,903,1717,700,1306,1329,2202,1857,1721,1348,1714,298,206,206
236,10.559,23.236,176.24,295.2271,0.0004,1263,690,1035,1036,0.001,1168,2331,941,1702,241,778,371,522,1017,380,1650,6352,0.001,0.001,0.001
237,16.292,35.5,262.38,697.4828,0.0014,1260,201,0.001,626,0.001,1221,8956,665,3998,1283,838,367,208,0.001,424,1371,0.001,0.001,0.001,0.001
238,1.236,16.591,129.69,172.9906,0.0003,1246,809,222,325,0.001,500,951,866,3003,944,1882,1430,2535,460,662,778,4575,0.001,0.001,0.001
239,13.91,34.253,254.08,585.4865,0.0009,1246,485,2463,2511,0.001,1587,2517,541,1205,118,0.001,460,683,1777,0.001,2401,3180,0.001,0.001,0.001
240,13.453,34.748,256.78,700.2871,0.0011,1243,0.001,1800,1777,0.001,0.001,0.001,2200,0.001,0.001,2556,2304,2397,2401,2261,2191,0.001,0.001,0.001,0.001
241,14.668,28.724,214.89,426.3629,0.0006,1227,937,721,1640,0.001,1187,792,860,915,1116,1154,1119,892,2657,534,1501,3608,0.001,0.001,0.001
242,13.204,17.392,133.94,219.0275,0.0007,1226,0.001,2029,2610,0.001,2416,2424,0.001,2393,0.001,732,0.001,486,0.001,0.001,2507,4016,0.001,0.001,0.001
243,14.028,30.324,225.38,537.3427,0.001,1211,1097,956,1643,0.001,1163,1241,1282,1209,1600,1508,1272,1167,2295,1011,1742,189,560,90,180
244,12.461,35.187,260.2,672.1888,0.0012,1201,1389,1263,1091,0.001,1321,749,1255,1377,1109,1414,1205,1783,1378,1273,1502,1109,0.001,0.001,0.001
245,13.222,27.958,208.75,454.3202,0.0008,1197,1062,1027,835,0.001,1108,1268,1510,1243,1525,1551,1290,1685,1053,1491,1806,703,140,108,92
246,9.698,23.021,173.66,337.1675,0.0004,1195,736,1030,1020,0.001,835,1145,766,1863,572,1132,1178,1903,1372,1449,1055,3069,333,225,0.001
247,13.503,17.512,134.87,218.0309,0.0003,1194,0.001,0.001,2815,0.001,3025,3051,0.001,3125,0.001,0.001,0.001,0.001,0.001,1453,0.001,5636,0.001,0.001,0.001
248,15.098,25.045,189.28,323.3312,0.0005,1192,905,1163,999,0.001,1379,1606,995,1472,1727,1311,1439,1735,1730,973,1630,0.001,0.001,0.001,0.001
249,13.225,27.307,204.55,409.293,0.0006,1185,944,1085,876,0.001,1160,1110,1378,1137,1434,1327,1421,1371,1124,1330,1553,1714,0.001,0.001,269
250,15.54,26.297,197.76,365.3417,0.0005,1177,776,1497,1345,0.001,1777,1565,698,1675,739,1232,1075,1105,1490,624,1935,1305,0.001,0.001,0.001
251,13.437,33.419,247.3,657.2616,0.0015,1177,558,1197,1238,0.001,889,1330,1540,1099,882,2102,1501,1920,1571,1531,1474,0.001,0.001,227,171
252,15.685,26.681,200.7,365.3779,0.0004,1174,785,908,1242,0.001,1299,1333,908,1538,1481,1393,1535,1703,2193,825,1645,0.001,0.001,0.001,0.001
253,15.021,25.315,190.54,359.153,0.0005,1169,978,1060,1350,0.001,866,1441,1096,1106,1306,1688,1439,1926,2026,981,1440,0.001,183,0.001,0.001
254,16.313,37.252,274.96,750.5466,0.0016,1169,0.001,0.001,646,0.001,2431,9380,2083,0.001,0.001,2882,0.001,0.001,0.001,141,1140,0.001,0.001,0.001,0.001
255,13.468,24.099,182.48,303.232,0.0008,1164,0.001,0.001,0.001,0.001,0.001,0.001,323,0.001,15813,914,230,597,287,453,0.001,0.001,0.001,0.001,0.001
256,15.737,30.92,229.96,525.3965,0.001,1163,700,615,1160,0.001,1237,2447,684,1629,1198,2029,1466,1366,1215,943,1604,309,0.001,0.001,0.001
257,11.891,26.754,200.82,385.2947,0.0005,1159,1218,935,869,0.001,993,1023,1277,1281,1276,1484,1123,1671,924,1451,1691,1330,0.001,0.001,0.001
258,8.901,22.516,171.25,277.1796,0.0004,1135,653,1023,869,0.001,814,609,392,1479,399,555,1217,2108,1358,1099,928,4654,191,192,0.001
259,14.702,25.944,193.39,485.0681,0.0005,1124,536,805,1632,0.001,570,689,733,699,595,1040,652,1166,2246,714,1089,4811,0.001,0.001,0.001
260,14.031,28.663,213.82,469.3328,0.0005,1122,1141,1107,1313,0.001,1233,1174,1278,1123,1181,1304,1251,1107,1606,1122,1358,658,507,0.001,0.001
261,12.755,19.128,145.29,288.0328,0.0004,1121,0.001,1211,1234,0.001,1258,1525,1456,1502,1598,1436,1376,1243,1329,1434,1335,0.001,1398,482,0.001
262,4.084,24.996,187.58,391.1759,0.0005,1117,637,634,778,0.001,653,1852,1212,2827,1207,1304,1173,1486,1465,1475,1171,0.001,465,228,0.001
263,13.498,30.976,229.83,585.2942,0.0007,1113,761,1525,1472,0.001,0.001,0.001,1933,1096,0.001,1681,1892,2077,1817,1716,1836,0.001,0.001,0.001,0.001
264,15.991,36.837,271.94,742.5405,0.0015,1105,304,110,396,0.001,1398,5838,2079,454,423,2090,965,643,115,1529,1336,0.001,1044,0.001,0.001
265,13.474,19.121,145.25,288.0328,0.0006,1102,766,1111,1195,0.001,1381,831,1591,1537,1525,1550,1393,861,1263,1012,1620,0.001,1665,763,730
266,14.178,24.237,183.51,307.2633,0.0004,1095,854,1072,1625,0.001,1388,1719,887,1062,712,805,426,631,1085,449,1962,2841,0.001,0.001,0.001
267,13.496,26.076,195.12,424.2049,0.0006,1092,547,1521,1173,0.001,845,951,1366,722,648,1344,1602,1787,1696,1224,1422,618,227,170,0.001
268,13.377,26.386,198.06,385.2351,0.0007,1091,934,880,1480,0.001,1732,1201,630,994,579,821,433,551,669,533,1046,4965,0.001,0.001,0.001
269,1.574,19.996,153.55,227.0119,0.0011,1088,0.001,0.001,141,0.001,0.001,297,0.001,0.001,0.001,482,0.001,107,0.001,0.001,0.001,16387,0.001,0.001,0.001
270,13.528,33.086,245.86,539.432,0.0011,1087,178,0.001,1009,0.001,569,167,606,763,612,6662,1956,1860,773,1377,0.001,859,0.001,0.001,0.001
271,12.828,24.483,185.08,321.2789,0.0004,1074,1061,861,745,0.001,1077,1057,1355,1273,1451,1552,1241,1775,904,1183,1644,0.001,0.001,0.001,0.001
272,14.089,34.244,253.85,593.4786,0.0019,1070,748,0.001,0.001,0.001,163,0.001,1348,4297,0.001,5958,0.001,0.001,0.001,185,2051,2365,0.001,0.001,0.001
273,13.478,30.327,225.51,528.3097,0.0022,1070,1088,649,1351,0.001,689,1276,1012,1415,1179,2620,528,1785,1266,1023,890,341,0.001,0.001,0.001
274,13.354,33.8,250.74,581.4556,0.0008,1066,450,942,1530,0.001,1073,2335,615,1486,269,460,775,685,1039,158,3297,1935,0.001,0.001,0.001
275,14.033,28.601,213.35,470.3318,0.0008,1064,1196,987,1592,0.001,1276,901,926,899,1069,949,1059,957,1818,848,1391,1162,0.001,0.001,0.001
276,14.933,30.238,225.02,513.3407,0.0007,1054,691,913,743,0.001,1172,1319,913,1110,1354,1077,1465,1260,1061,945,1277,1567,0.001,0.001,0.001
277,12.693,25.839,193.99,383.2453,0.0006,1052,1061,875,1370,0.001,1141,1452,848,1158,824,1515,718,1134,1168,997,1396,1179,178,0.001,0.001
278,4.53,26.397,197.42,434.2055,0.0006,1051,520,656,750,0.001,648,1656,1037,2567,1095,1137,1061,1586,1440,1462,1205,0.001,417,0.001,156
279,13.227,28.622,213.32,485.3088,0.0006,1039,709,790,615,0.001,846,1352,1212,1284,1458,1536,989,1356,920,1269,1576,717,0.001,0.001,0.001
280,13.371,34.285,254.11,605.4551,0.0012,1039,740,996,2260,0.001,1965,2125,650,1304,330,752,369,597,678,0.001,2046,1815,0.001,0.001,0.001
281,13.774,17.51,134.84,218.0308,0.0004,1037,0.001,1232,0.001,0.001,2131,1249,0.001,2599,0.001,0.001,1264,1366,808,1033,0.001,4913,0.001,0.001,0.001
282,7.454,24.241,183.02,329.2322,0.0004,1034,546,1155,823,0.001,1708,274,410,694,169,284,383,517,488,224,2313,6555,0.001,0.001,0.001
283,14.669,29.553,220.51,465.3563,0.0005,1005,749,605,1297,0.001,1011,817,982,729,1092,997,1068,796,2379,485,1257,1809,0.001,0.001,0.001
284,13.606,23.742,179.96,299.2585,0.0004,994,766,881,1452,0.001,1118,1433,809,1119,965,1202,1039,1283,1566,760,1311,193,0.001,0.001,0.001
285,15.442,34.305,254.58,571.4367,0.0008,993,682,520,1502,0.001,1242,1023,632,1337,863,818,1053,1217,1337,529,2020,1107,0.001,0.001,0.001
286,13.452,17.439,134.22,219.0275,0.0003,993,0.001,0.001,0.001,0.001,1703,2545,0.001,2680,0.001,871,1842,0.001,0.001,0.001,2193,4046,0.001,0.001,0.001
287,12.45,13.095,100.12,248.9716,0.0006,988,6574,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2818,0.001,0.001,0.001,0.001,6415,0.001,0.001,0.001
288,10.891,26.773,199.98,448.3054,0.0009,980,207,186,86,0.001,0.001,711,180,1834,759,0.001,239,3575,1631,3382,0.001,2884,0.001,0.001,0.001
289,15.722,35.078,259.46,673.4828,0.001,979,860,984,730,0.001,1063,1446,1378,1099,1554,1373,902,886,1121,1270,998,0.001,0.001,0.001,0.001
290,12.47,34.263,253.35,676.1804,0.0012,979,1204,1162,961,0.001,1022,824,1066,1056,1013,993,1031,1343,1201,1096,1148,542,0.001,0.001,0.001
291,13.517,24.178,182.76,319.2304,0.0004,978,635,915,917,0.001,911,1300,1317,1159,948,1370,1104,1151,1340,1212,1197,166,369,308,271
292,13.166,17.508,134.78,218.0306,0.0008,974,0.001,0.001,3176,0.001,0.001,3260,0.001,3072,0.001,0.001,0.001,789,0.001,0.001,0.001,5292,0.001,0.001,0.001
293,9.351,22.526,168.52,428.9731,0.0008,974,971,974,887,0.001,883,1246,876,1103,1210,1439,912,1032,1057,1339,1373,274,895,977,1022
294,14.202,30.517,224.21,994.9358,0.0023,973,1080,1025,1034,0.001,1031,975,934,1096,1051,1038,1111,1108,1303,1240,1173,362,946,523,464
295,13.436,33.431,247.37,656.2625,0.0019,968,0.001,1144,1081,0.001,850,1331,1344,0.001,809,1879,1420,1636,1347,1393,1261,0.001,344,231,0.001
296,13.057,24.001,181.86,301.2164,0.0006,965,0.001,197,669,0.001,620,886,0.001,622,4720,238,399,0.001,0.001,224,981,5886,0.001,0.001,0.001
297,14.035,27.8,207.8,437.267,0.001,964,0.001,1935,302,0.001,915,2497,0.001,956,231,1396,273,4081,1134,1092,376,232,0.001,0.001,0.001
298,13.662,26.704,200.61,379.3208,0.0006,958,869,754,772,0.001,904,798,1272,1124,1712,1126,1064,1200,1403,838,1491,0.001,0.001,0.001,0.001
299,15.022,28.001,209.52,427.216,0.0006,951,776,883,1177,0.001,733,1057,899,852,1086,1345,1111,1518,1670,909,1207,0.001,139,0.001,0.001
300,13.652,26.816,200.84,412.2725,0.0006,949,584,709,1562,0.001,978,1195,681,872,792,1182,889,1288,1669,626,1177,979,0.001,0.001,0.001
301,14.549,27.802,207.84,437.2671,0.0007,947,761,903,785,0.001,980,876,457,1293,919,1040,704,1560,1291,435,1414,1731,0.001,0.001,0.001
302,13.478,27.124,202.83,433.2357,0.0007,944,706,357,754,0.001,760,906,963,1102,1124,1547,1242,1573,1168,839,1322,735,0.001,0.001,0.001
303,16.034,37.572,277.14,766.5408,0.0015,940,530,0.001,0.001,0.001,3434,800,1763,0.001,300,306,760,164,0.001,5273,1703,0.001,504,0.001,0.001
304,13.452,25.87,193.8,409.1887,0.0007,939,437,750,814,0.001,761,920,1161,834,707,1247,1064,1159,1091,1083,1088,1900,240,167,0.001
305,16.481,38.243,281.92,786.531,0.0018,938,0.001,0.001,0.001,0.001,394,1427,0.001,5597,2573,3016,0.001,276,0.001,1075,643,0.001,0.001,0.001,0.001
306,15.125,27.004,202.4,405.2857,0.0005,936,1201,1188,976,0.001,1127,793,991,1030,1088,900,1184,1239,1073,1141,1042,0.001,1056,0.001,595
307,10.095,22.164,165.13,498.929,0.001,930,0.001,1426,4127,0.001,445,0.001,0.001,2663,0.001,0.001,0.001,2797,1929,0.001,0.001,1487,0.001,378,0.001
308,13.522,26.743,201.34,353.2147,0.0003,930,569,1288,882,0.001,879,1266,854,1004,501,928,1055,1427,1279,974,1032,934,130,115,162
309,16.273,36.023,266.27,700.5311,0.0015,923,0.001,0.001,0.001,0.001,2245,8967,0.001,0.001,0.001,3559,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
310,15.266,34.437,255.56,571.4369,0.0009,922,664,410,1529,0.001,1106,1095,770,1217,851,881,724,888,1345,510,1459,1302,0.001,0.001,0.001
