ID,RT,DT,CCS,m/z,SD,Abundance,37 2286 - DBS.d.DeMP,40 2182 - DBS.d.DeMP,43 2187 - DBS.d.DeMP,46 2854 - DBS.d.DeMP,49 2911 - DBS.d.DeMP,127 1777 - DBS.d.DeMP,130 1821 - DBS.d.DeMP,133 1673 - DBS.d.DeMP,136 1894 - DBS.d.DeMP,139 3330 - DBS.d.DeMP,82 2003 - DBS.d.DeMP,85 2095 - DBS.d.DeMP,88 2046 - DBS.d.DeMP,91 2889 - DBS.d.DeMP,94 3021 - DBS.d.DeMP,DBS 2184.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
2238,9.627,23.344,177.03,293.2111,0.0006,58,0.001,0.001,0.001,0.001,0.001,143,0.001,209,0.001,64,0.001,0.001,0.001,111,399,0.001,0.001,0.001,0.001
2239,13.708,32.833,244.21,539.4316,0.0021,58,0.001,0.001,0.001,0.001,108,0.001,0.001,0.001,0.001,817,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2240,13.54,23.54,176.47,401.0847,0.0011,58,0.001,0.001,185,0.001,0.001,0.001,72,0.001,69,104,0.001,195,202,0.001,97,0.001,0.001,0.001,0.001
2241,12.427,34.644,256.28,646.35,0.0016,58,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,158,0.001,0.001,390,216,159,0.001,0.001,0.001,0.001,0.001
2242,16.257,30.167,225.09,463.3763,0.0011,58,0.001,125,0.001,0.001,0.001,0.001,95,0.001,120,101,124,168,190,0.001,0.001,0.001,0.001,0.001,0.001
2243,7.279,34.832,257.17,689.377,0.0014,58,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,56,0.001,0.001,165,140,126,0.001,435,0.001,0.001,0.001
2244,13.285,24.316,182.29,401.085,0.0008,58,0.001,0.001,227,0.001,0.001,0.001,0.001,65,0.001,121,0.001,157,251,101,0.001,0.001,0.001,0.001,0.001
2245,14.987,35.285,260.68,699.3896,0.0019,58,62,0.001,0.001,0.001,112,53,0.001,61,0.001,202,73,0.001,0.001,0.001,0.001,359,0.001,0.001,0.001
2246,13.531,29.335,218.76,467.3139,0.0008,58,0.001,0.001,0.001,0.001,0.001,0.001,0.001,191,0.001,212,0.001,155,184,179,0.001,0.001,0.001,0.001,0.001
2247,9.335,23.329,176.98,293.2114,0.0008,58,0.001,0.001,0.001,0.001,155,147,0.001,146,96,0.001,0.001,58,151,0.001,168,0.001,0.001,0.001,0.001
2248,13.415,32.063,237.47,612.2474,0,57,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,619,0.001,0.001,300,0.001,0.001,0.001,0.001,0.001,0.001
2249,16.146,35.894,264.99,715.4749,0.0015,57,0.001,0.001,0.001,0.001,0.001,385,0.001,298,126,0.001,0.001,0.001,0.001,0.001,108,0.001,0.001,0.001,0.001
2250,12.677,32.918,244.62,517.3901,0.0007,57,0.001,0.001,0.001,0.001,0.001,0.001,0.001,235,0.001,295,0.001,118,0.001,125,0.001,143,0.001,0.001,0.001
2251,5.959,33.794,249.73,699.3175,0.0038,57,0.001,0.001,201,0.001,0.001,241,0.001,0.001,0.001,0.001,0.001,306,0.001,0.001,165,0.001,0.001,59,0.001
2252,14.055,34.881,258.16,615.4603,0.0018,57,0.001,0.001,0.001,0.001,0.001,69,0.001,148,0.001,292,0.001,0.001,0.001,131,88,184,0.001,0.001,0.001
2253,11.946,18.862,150.73,131.012,0.0005,57,104,73,113,0.001,0.001,0.001,97,0.001,0.001,0.001,110,88,130,105,92,0.001,0.001,0.001,0.001
2254,12.432,31.54,234.23,560.1513,0.0013,57,112,97,0.001,0.001,0.001,0.001,90,93,0.001,119,0.001,155,129,0.001,116,0.001,0.001,0.001,0.001
2255,15.688,33.693,249.52,614.4599,0.004,57,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,0.001,635,0.001,0.001,0.001,176,0.001,0.001,0.001,0.001
2256,12.328,30.04,224.04,465.3583,0.0008,57,0.001,0.001,0.001,0.001,0.001,0.001,140,232,227,229,0.001,0.001,0.001,83,0.001,0.001,0.001,0.001,0.001
2257,4.938,27.666,206.38,477.2349,0.0009,57,0.001,0.001,192,0.001,0.001,267,0.001,451,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2258,14.85,29.921,222.86,499.3441,0.0019,57,0.001,77,0.001,0.001,118,104,0.001,103,0.001,0.001,147,125,107,0.001,129,0.001,0.001,0.001,0.001
2259,16.293,26.694,200.73,367.3557,0.0008,57,0.001,196,169,0.001,143,0.001,0.001,88,0.001,0.001,114,0.001,0.001,94,0.001,106,0.001,0.001,0.001
2260,16.31,26.599,200.02,367.3554,0.001,57,209,196,0.001,0.001,136,0.001,0.001,0.001,0.001,0.001,98,90,0.001,0.001,0.001,180,0.001,0.001,75
2261,11.207,28.764,214.51,477.2475,0.0009,57,168,0.001,78,0.001,213,0.001,166,0.001,0.001,0.001,0.001,79,145,0.001,0.001,59,0.001,0.001,0.001
2262,14.004,28.94,216.42,435.3261,0.0007,57,0.001,118,0.001,0.001,138,115,0.001,139,0.001,0.001,0.001,140,0.001,125,130,0.001,0.001,0.001,0.001
2263,16.216,29.661,221.39,464.4144,0.0008,57,0.001,0.001,138,0.001,103,0.001,60,95,140,0.001,0.001,0.001,226,0.001,143,0.001,0.001,0.001,0.001
2264,5.106,20.006,152.97,249.0312,0.0005,56,124,0.001,0.001,0.001,0.001,176,0.001,94,0.001,124,0.001,135,0.001,130,120,0.001,164,0.001,0.001
2265,15.409,19.575,150.32,223.0274,0.0001,56,0.001,0.001,0.001,0.001,0.001,298,229,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,376,0.001,0.001,0.001
2266,13.092,19.817,150.83,276.0525,0.0005,56,100,108,0.001,0.001,95,145,0.001,0.001,0.001,0.001,0.001,128,0.001,0.001,0.001,324,0.001,0.001,0.001
2267,8.475,25.082,188.73,353.2324,0.0005,56,0.001,0.001,0.001,0.001,130,0.001,0.001,84,0.001,0.001,0.001,0.001,0.001,0.001,97,588,0.001,0.001,0.001
2268,15.092,30.343,226.59,443.3518,0.0007,56,0.001,0.001,175,0.001,0.001,154,0.001,0.001,0.001,145,0.001,0.001,185,0.001,142,97,0.001,0.001,0.001
2269,16.106,28.187,211.18,412.3865,0.0011,56,76,0.001,90,0.001,109,113,0.001,80,0.001,117,0.001,129,80,0.001,104,0.001,0.001,0.001,0.001
2270,1.218,23.968,193.51,116.9724,0.0003,56,99,107,124,0.001,0.001,0.001,0.001,111,132,0.001,88,119,0.001,117,0.001,0.001,0.001,0.001,0.001
2271,13.463,22.958,173.19,339.1476,0.0011,56,0.001,139,112,0.001,0.001,74,116,0.001,0.001,120,107,0.001,104,125,0.001,0.001,0.001,0.001,0.001
2272,15.052,26.628,200.2,369.4558,0.0013,56,53,90,0.001,0.001,137,0.001,0.001,0.001,209,0.001,149,0.001,112,0.001,0.001,146,0.001,0.001,0.001
2273,13.421,27.103,203.02,397.3313,0.0013,56,0.001,0.001,0.001,0.001,0.001,0.001,0.001,189,95,192,0.001,140,0.001,0.001,178,102,0.001,0.001,0.001
2274,3.09,27.305,203.77,465.2119,0.0012,56,0.001,0.001,130,0.001,0.001,0.001,0.001,394,0.001,0.001,91,151,0.001,0.001,129,0.001,0.001,0.001,0.001
2275,14.453,26.692,200.44,385.3111,0.0006,56,80,0.001,68,0.001,89,0.001,0.001,0.001,0.001,0.001,0.001,0.001,126,0.001,0.001,531,0.001,0.001,0.001
2276,2.474,26.568,198.18,464.1758,0.0011,56,0.001,0.001,0.001,0.001,0.001,129,0.001,181,83,120,101,142,138,0.001,0.001,0.001,0.001,0.001,0.001
2277,14.676,28.239,210.54,445.2511,0.0024,56,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,76,0.001,0.001,0.001,0.001,0.001,815,0.001,0.001,0.001
2278,4.017,28.979,215.42,526.2911,0.0007,55,0.001,0.001,0.001,0.001,0.001,135,0.001,233,0.001,60,111,143,205,0.001,0.001,0.001,0.001,0.001,0.001
2279,13.896,25.949,194.85,375.1649,0.001,55,0.001,0.001,156,0.001,0.001,0.001,0.001,0.001,88,123,0.001,129,158,111,0.001,121,0.001,0.001,0.001
2280,12.108,18.934,144.4,261.0406,0.0015,55,0.001,0.001,0.001,0.001,0.001,0.001,359,0.001,207,0.001,0.001,0.001,319,0.001,0.001,0.001,0.001,0.001,0.001
2281,13.359,31.739,235.77,537.4144,0.001,55,57,0.001,0.001,0.001,0.001,0.001,0.001,97,0.001,0.001,92,93,120,180,0.001,245,0.001,0.001,0.001
2282,13.486,36.697,270.83,762.3434,0.003,55,66,90,111,0.001,0.001,0.001,124,0.001,0.001,0.001,101,111,100,87,94,0.001,0.001,0.001,0.001
2283,1.371,17.65,137.11,183.0644,0.0018,55,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,98,0.001,0.001,0.001,0.001,786,0.001,0.001,0.001
2284,15.616,27.355,203.37,543.0552,0.0007,55,102,0.001,0.001,0.001,74,0.001,0.001,0.001,0.001,0.001,0.001,209,241,96,161,0.001,0.001,0.001,0.001
2285,15.811,38.142,281.21,782.5319,0.0028,55,0.001,0.001,0.001,0.001,62,273,67,0.001,83,161,0.001,0.001,0.001,149,86,0.001,0.001,0.001,0.001
2286,11.997,19.124,145.38,287.0376,0.0003,55,0.001,0.001,422,0.001,0.001,0.001,0.001,0.001,0.001,458,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2287,12.807,17.1,131.74,221.0213,0.0003,55,334,0.001,0.001,0.001,0.001,546,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2288,11.625,21.885,163.25,466.956,0.0016,55,0.001,0.001,0.001,0.001,109,84,0.001,0.001,72,111,0.001,87,179,91,0.001,147,0.001,0.001,0.001
2289,0.403,22.77,188.33,92.9274,0.0004,55,76,109,0.001,0.001,0.001,0.001,133,113,103,118,0.001,131,95,0.001,0.001,0.001,0.001,0.001,0.001
2290,13.342,24.016,182,303.3418,0.0023,55,203,0.001,0.001,0.001,0.001,582,0.001,0.001,0.001,0.001,0.001,0.001,90,0.001,0.001,0.001,0.001,0.001,0.001
2291,12.797,20.474,155.39,307.0399,0.0006,55,211,227,236,0.001,198,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2292,11.45,29.295,218.96,445.2953,0.0017,55,121,112,103,0.001,91,0.001,96,111,138,0.001,0.001,0.001,0.001,0.001,0.001,100,0.001,0.001,0.001
2293,11.879,31.946,237.88,489.3577,0.0012,54,0.001,0.001,167,0.001,0.001,0.001,0.001,187,0.001,145,0.001,117,94,0.001,0.001,160,0.001,0.001,0.001
2294,6.163,30.284,224.72,565.2674,0.0008,54,0.001,0.001,0.001,0.001,0.001,127,0.001,198,0.001,0.001,120,171,120,134,0.001,0.001,0.001,0.001,0.001
2295,13.357,29.836,222.89,447.3469,0.0007,54,0.001,0.001,104,0.001,0.001,0.001,160,0.001,0.001,284,0.001,0.001,88,233,0.001,0.001,0.001,0.001,0.001
2296,0.601,21.888,167.14,257.1284,0.0009,54,0.001,0.001,90,0.001,78,145,0.001,148,66,226,0.001,0.001,0.001,0.001,116,0.001,0.001,0.001,0.001
2297,16.131,37.394,275.77,756.5206,0.0007,54,0.001,0.001,0.001,0.001,0.001,567,96,0.001,206,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2298,15.529,28.155,209.1,557.1069,0.001,54,0.001,0.001,0.001,0.001,180,71,0.001,0.001,152,0.001,0.001,139,174,0.001,153,0.001,0.001,0.001,0.001
2299,15.425,35.223,260.23,719.3579,0.0007,54,0.001,133,0.001,0.001,106,0.001,164,141,139,184,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2300,13.505,31.135,232.45,445.3311,0.0006,54,0.001,0.001,0.001,0.001,150,0.001,0.001,0.001,0.001,220,0.001,0.001,0.001,0.001,104,393,0.001,0.001,0.001
2301,12.987,28.989,216.32,462.2045,0.0011,54,0.001,0.001,0.001,0.001,115,0.001,0.001,127,0.001,91,77,159,104,193,0.001,0.001,0.001,107,0.001
2302,12.109,24.042,181.85,311.2981,0.0008,54,0.001,0.001,0.001,0.001,0.001,0.001,0.001,243,0.001,0.001,0.001,456,166,0.001,0.001,0.001,0.001,0.001,0.001
2303,1.496,29.072,224.06,212.0012,0.0004,54,0.001,0.001,0.001,0.001,0.001,0.001,0.001,133,0.001,0.001,0.001,229,192,0.001,311,0.001,0.001,0.001,0.001
2304,14.875,31.821,236.27,546.3171,0.0006,54,0.001,138,0.001,0.001,0.001,0.001,0.001,156,0.001,0.001,79,175,0.001,0.001,0.001,317,0.001,0.001,0.001
2305,9.986,24.721,186.53,335.2207,0.0005,54,95,81,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,688,0.001,0.001,0.001
2306,13.318,24.871,187.67,329.1884,0.0014,54,0.001,91,0.001,0.001,0.001,105,0.001,0.001,0.001,0.001,63,134,0.001,112,0.001,358,0.001,0.001,0.001
2307,0.695,25.417,210.17,92.928,0.0005,54,88,0.001,124,0.001,95,84,0.001,104,0.001,0.001,0.001,0.001,76,0.001,114,178,0.001,0.001,0.001
2308,13.874,27.75,207.43,437.2651,0.001,54,0.001,118,0.001,0.001,0.001,0.001,0.001,67,0.001,76,64,212,0.001,183,143,0.001,0.001,0.001,0.001
2309,15.872,29.981,223.96,455.4095,0.0011,54,0.001,136,179,0.001,0.001,0.001,0.001,0.001,231,211,106,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2310,12.381,25.116,189.4,339.1985,0.0006,54,0.001,0.001,0.001,0.001,173,0.001,148,0.001,0.001,0.001,154,0.001,0.001,159,229,0.001,136,0.001,0.001
2311,15.364,32.392,240.47,551.4667,0.0024,54,0.001,0.001,113,0.001,0.001,0.001,0.001,79,0.001,117,52,135,187,0.001,127,52,0.001,0.001,0.001
2312,13.48,35.971,265.69,746.3082,0.0001,54,437,0.001,0.001,0.001,0.001,0.001,0.001,0.001,425,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2313,6.483,32.069,237.48,629.2991,0.0012,54,0.001,0.001,101,0.001,0.001,0.001,0.001,229,0.001,0.001,99,190,126,0.001,117,0.001,0.001,0.001,0.001
2314,11.774,17.506,134.76,219.0252,0.001,54,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,468,0.001,0.001,0.001,394,0.001,0.001,0.001,0.001,0.001
2315,13.451,30.371,225.35,567.2265,0.0014,54,0.001,0.001,0.001,0.001,0.001,95,116,0.001,0.001,148,106,88,103,97,108,0.001,0.001,0.001,0.001
2316,9.725,29.096,216.05,540.2329,0.0013,54,0.001,0.001,0.001,0.001,0.001,121,0.001,142,0.001,118,0.001,166,94,94,0.001,125,0.001,0.001,0.001
2317,12.764,24.228,183.24,313.2735,0.0007,54,91,0.001,77,0.001,0.001,67,0.001,75,95,86,0.001,108,0.001,77,110,73,0.001,0.001,0.001
2318,10.266,21.565,320.13,294.6195,0.001,54,0.001,0.001,335,0.001,0.001,0.001,223,0.001,0.001,0.001,301,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2319,14.436,29.51,219.75,496.3663,0.0012,54,0.001,0.001,161,0.001,105,0.001,92,0.001,0.001,119,103,109,0.001,0.001,115,55,0.001,0.001,0.001
2320,15.237,38.759,285.46,814.5255,0.002,54,0.001,0.001,0.001,0.001,0.001,416,0.001,0.001,0.001,234,0.001,208,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2321,13.59,31.614,234.28,595.2234,0.002,54,0.001,0.001,0.001,0.001,50,105,112,190,0.001,116,0.001,104,0.001,0.001,0.001,179,0.001,0.001,0.001
2322,1.336,15.134,120.42,137.023,0.0002,53,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,614,0.001,0.001,0.001,241,0.001,0.001,0.001,0.001
2323,15.758,37.166,274.33,738.5108,0.0027,53,0.001,0.001,0.001,0.001,108,327,80,190,0.001,55,0.001,94,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2324,9.389,23.303,176.77,293.2108,0.0005,53,125,0.001,0.001,0.001,0.001,108,0.001,129,80,0.001,97,111,122,82,0.001,0.001,0.001,0.001,0.001
2325,16.352,17.487,134.82,218.0303,0.0003,53,193,0.001,0.001,0.001,120,0.001,239,0.001,0.001,299,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2326,11.523,27.467,206.17,387.251,0.0015,53,0.001,0.001,0.001,0.001,74,0.001,0.001,319,114,343,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2327,16.177,34.86,259.02,551.4106,0.0006,53,86,0.001,116,0.001,0.001,0.001,76,119,0.001,85,0.001,0.001,365,0.001,0.001,0.001,0.001,0.001,0.001
2328,12.412,34.01,251.64,698.1605,0.0019,53,115,139,115,0.001,138,206,0.001,0.001,133,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2329,13.769,32.757,243.32,537.4154,0.0011,53,0.001,0.001,52,0.001,0.001,0.001,0.001,132,0.001,0.001,0.001,167,0.001,62,190,243,0.001,0.001,0.001
2330,9.9,18.535,139.42,368.974,0.0008,53,59,79,0.001,0.001,0.001,127,101,106,78,91,0.001,98,0.001,107,0.001,0.001,0.001,0.001,0.001
2331,5.979,17.087,131.37,222.9364,0.0008,53,69,0.001,0.001,0.001,0.001,0.001,0.001,89,0.001,89,0.001,0.001,0.001,0.001,0.001,598,0.001,0.001,0.001
2332,5.82,28.976,215.53,521.2421,0.001,53,0.001,0.001,0.001,0.001,90,0.001,0.001,190,68,70,0.001,151,0.001,133,143,0.001,0.001,0.001,0.001
2333,5.622,23.39,178.28,272.1282,0.0001,53,330,173,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,340,0.001,0.001,0.001,0.001
2334,3.087,28.434,211.61,526.2324,0.0008,53,83,97,122,0.001,0.001,0.001,0.001,243,0.001,0.001,0.001,154,0.001,144,0.001,0.001,0.001,0.001,53
2335,13.566,33.212,246.29,565.4462,0.0014,53,0.001,0.001,0.001,0.001,0.001,0.001,0.001,139,0.001,232,0.001,129,77,114,0.001,152,0.001,0.001,0.001
2336,13.684,29.834,221.84,517.3153,0.0015,53,133,0.001,0.001,0.001,0.001,0.001,0.001,150,0.001,114,0.001,246,70,0.001,0.001,130,0.001,0.001,0.001
2337,14.281,28.687,214.44,431.315,0.0009,53,0.001,0.001,0.001,0.001,0.001,245,0.001,0.001,0.001,184,0.001,0.001,0.001,131,280,0.001,0.001,0.001,0.001
2338,15.014,24.512,185.51,311.4031,0.0008,52,0.001,0.001,73,0.001,78,0.001,0.001,72,88,75,83,86,149,0.001,133,0.001,0.001,0.001,0.001
2339,5.766,22.973,173.39,335.0987,0.0006,52,135,0.001,163,0.001,0.001,75,0.001,0.001,0.001,0.001,101,167,0.001,60,134,0.001,0.001,0.001,0.001
2340,15.734,32.878,243.88,597.3493,0.0008,52,0.001,112,113,0.001,98,0.001,0.001,0.001,114,0.001,118,0.001,176,0.001,103,0.001,99,0.001,0.001
2341,12.43,31.307,232.53,557.2631,0.0012,52,85,0.001,0.001,0.001,51,0.001,133,86,109,132,0.001,124,0.001,0.001,113,0.001,0.001,0.001,0.001
2342,15.049,32.068,239.12,481.3266,0.0007,52,0.001,86,174,0.001,0.001,0.001,0.001,0.001,0.001,112,98,137,226,0.001,0.001,0.001,0.001,0.001,0.001
2343,15.24,38.335,282.63,796.5132,0.0032,52,0.001,56,0.001,0.001,0.001,422,0.001,0.001,96,258,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2344,12.93,20.103,152.41,301.0517,0.0003,52,0.001,62,73,0.001,68,83,0.001,79,109,0.001,86,0.001,91,105,76,0.001,0.001,0.001,77
2345,12.92,18.332,140.58,231.0491,0.0002,52,0.001,0.001,0.001,0.001,0.001,146,0.001,0.001,166,153,0.001,0.001,0.001,0.001,0.001,367,128,0.001,0.001
2346,13.198,26.777,200.99,385.3126,0.0013,52,0.001,0.001,0.001,0.001,77,157,148,0.001,150,149,0.001,150,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2347,14.001,31.71,235.23,580.353,0.0013,52,127,0.001,0.001,0.001,0.001,126,0.001,152,155,151,0.001,0.001,0.001,120,0.001,0.001,55,0.001,0.001
2348,13.311,27.16,202.89,433.2351,0.0009,52,0.001,0.001,0.001,0.001,0.001,0.001,125,0.001,111,233,145,0.001,0.001,0.001,156,61,0.001,0.001,0.001
2349,15.253,33.043,245.03,606.414,0.0021,52,0.001,128,0.001,0.001,72,0.001,0.001,0.001,0.001,0.001,0.001,336,0.001,54,240,0.001,0.001,0.001,0.001
2350,3.098,25.098,188.15,394.2114,0.0008,52,0.001,0.001,123,0.001,0.001,0.001,0.001,175,0.001,0.001,96,105,133,0.001,93,104,0.001,0.001,0.001
2351,14.473,19.015,144.77,260.0426,0.0005,52,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,204,0.001,0.001,0.001,0.001,622,0.001,0.001,0.001
2352,11.894,27.291,204.45,401.2306,0.0012,52,0.001,0.001,0.001,0.001,150,57,0.001,0.001,0.001,0.001,0.001,99,128,0.001,82,309,0.001,0.001,0.001
2353,12.84,28.301,211.98,391.2842,0.001,51,0.001,0.001,0.001,0.001,0.001,0.001,0.001,231,0.001,109,0.001,0.001,0.001,0.001,0.001,483,0.001,0.001,0.001
2354,1.758,26.248,211.79,116.9723,0.001,51,58,0.001,62,0.001,119,143,0.001,84,89,80,0.001,0.001,0.001,88,0.001,100,0.001,0.001,0.001
2355,2.701,25.004,187.76,381.1044,0.0007,51,99,0.001,0.001,0.001,0.001,157,88,0.001,0.001,190,0.001,0.001,0.001,132,157,0.001,0.001,0.001,0.001
2356,12.852,28.194,211.55,383.2945,0.0008,51,0.001,0.001,0.001,0.001,0.001,142,0.001,0.001,122,106,62,90,0.001,125,174,0.001,0.001,0.001,0.001
2357,2.702,24.978,187.33,403.0869,0.0015,51,0.001,99,0.001,0.001,117,147,0.001,210,0.001,248,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2358,14.143,18.38,141.99,206.9964,0.0008,51,0.001,0.001,107,0.001,0.001,95,89,92,0.001,130,0.001,96,114,98,0.001,0.001,0.001,0.001,0.001
2359,14.218,25.013,188.61,336.2352,0.0006,51,0.001,0.001,0.001,0.001,0.001,0.001,0.001,127,0.001,0.001,220,158,160,0.001,155,0.001,0.001,0.001,0.001
2360,1.498,31.527,243.17,212.0017,0.0009,51,168,96,0.001,0.001,0.001,0.001,0.001,104,0.001,0.001,111,155,0.001,0.001,185,0.001,0.001,0.001,0.001
2361,15.823,18.999,144.92,262.0353,0.0004,51,0.001,0.001,51,0.001,98,0.001,0.001,0.001,0.001,0.001,0.001,0.001,309,0.001,0.001,361,0.001,0.001,0.001
2362,1.488,27.573,212.74,212.0017,0.0003,51,241,0.001,0.001,0.001,105,95,217,161,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2363,10.329,21.611,163.75,294.62,0.0016,51,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,132,189,0.001,52,0.001,347,0.001,99,0.001,0.001,0.001
2364,12.438,30.335,223.23,931.2531,0.001,51,258,0.001,106,0.001,0.001,0.001,0.001,173,0.001,0.001,83,0.001,199,0.001,0.001,0.001,0.001,0.001,0.001
2365,16.068,27.174,204.23,383.3527,0.0012,51,110,0.001,166,0.001,183,0.001,0.001,219,0.001,141,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2366,13.693,29.292,218.09,502.2932,0.0023,51,0.001,0.001,74,0.001,0.001,0.001,152,196,111,0.001,0.001,148,78,0.001,59,0.001,0.001,0.001,0.001
2367,11.719,19.079,145.18,263.0319,0.003,51,0.001,0.001,0.001,0.001,0.001,134,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,684,0.001,0.001,0.001
2368,12.717,28.653,213.75,471.2576,0.0009,51,79,0.001,104,0.001,76,0.001,73,0.001,0.001,91,0.001,104,0.001,0.001,97,194,0.001,0.001,0.001
2369,11.859,27.821,207.89,447.2531,0.0005,51,158,86,0.001,0.001,131,0.001,0.001,169,0.001,0.001,0.001,0.001,150,0.001,0.001,123,0.001,0.001,0.001
2370,16.424,35.198,260.1,681.4875,0.0002,51,0.001,0.001,0.001,0.001,0.001,529,0.001,287,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2371,13.52,31.803,236.64,515.371,0.0011,51,0.001,0.001,141,0.001,0.001,0.001,0.001,0.001,0.001,295,115,0.001,119,145,0.001,0.001,0.001,0.001,0.001
2372,15.645,30.201,223.44,641.0881,0.002,51,0.001,0.001,146,0.001,0.001,0.001,0.001,0.001,0.001,137,0.001,178,160,0.001,0.001,194,0.001,0.001,0.001
2373,14.398,21.805,165.25,297.0459,0.0003,51,0.001,0.001,137,0.001,0.001,0.001,98,0.001,0.001,114,0.001,0.001,182,0.001,122,162,0.001,0.001,0.001
2374,16.368,36.243,267.49,725.5106,0.0046,51,0.001,0.001,0.001,0.001,0.001,105,0.001,0.001,54,655,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2375,13.809,21.336,161.02,329.0452,0.0006,51,0.001,0.001,0.001,0.001,163,0.001,0.001,0.001,0.001,0.001,0.001,77,184,170,0.001,219,0.001,0.001,0.001
2376,5.649,31.966,236.82,629.2998,0.0015,51,0.001,63,93,0.001,0.001,109,0.001,233,0.001,0.001,0.001,169,0.001,145,0.001,0.001,0.001,0.001,0.001
2377,12.733,27.836,207.97,443.2615,0.0009,51,0.001,0.001,104,0.001,113,0.001,0.001,0.001,0.001,155,0.001,0.001,0.001,101,131,208,0.001,0.001,0.001
2378,12.797,19.977,153.57,227.0464,0.0002,51,163,0.001,0.001,0.001,125,174,0.001,0.001,0.001,0.001,0.001,204,77,0.001,69,0.001,0.001,0.001,0.001
2379,13.064,28.282,210.8,449.2409,0.0022,51,0.001,0.001,0.001,0.001,0.001,0.001,68,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,744,0.001,0.001,0.001
2380,15.162,30.753,228.58,525.3612,0.0012,51,0.001,0.001,0.001,0.001,121,0.001,0.001,0.001,107,97,97,119,98,0.001,0.001,173,0.001,0.001,0.001
2381,15.143,27.931,209.04,412.3472,0.0018,51,0.001,0.001,0.001,0.001,69,0.001,0.001,0.001,70,0.001,96,0.001,0.001,0.001,0.001,576,0.001,0.001,0.001
2382,5.348,29.629,220.82,477.1613,0.0012,51,0.001,0.001,0.001,0.001,0.001,0.001,163,0.001,136,209,0.001,62,0.001,133,107,0.001,0.001,0.001,0.001
2383,13.862,26.631,199.72,387.2506,0.0012,51,0.001,0.001,0.001,0.001,181,150,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,479,0.001,0.001,0.001
2384,15.637,38.005,280.24,780.5176,0.0025,51,0.001,0.001,0.001,0.001,55,274,65,0.001,0.001,171,0.001,79,0.001,166,0.001,0.001,0.001,0.001,0.001
2385,14.383,28.903,215.33,487.2878,0.0017,51,105,108,0.001,0.001,0.001,77,0.001,0.001,58,88,88,0.001,0.001,0.001,151,134,92,0.001,0.001
2386,13.678,27.388,204.79,426.2901,0.0016,51,0.001,0.001,135,0.001,0.001,84,0.001,66,0.001,106,0.001,89,129,0.001,106,93,0.001,0.001,0.001
