,Name,Classification Type,CCS,RT,m/z,ID,Average Abundance,Detection Frequency (%)
852,No Match,unmatched,111.03,0.572,150.9502,26406.0,100.0,100.0
853,No Match,unmatched,127.06,6.422,150.989,81652.0,100.0,100.0
854,No Match,unmatched,129.71,4.391,151.0403,29206.0,100.0,100.0
855,No Match,unmatched,132.88,15.166,151.0768,29223.0,100.0,100.0
856,No Match,unmatched,132.62,14.063,151.0775,94288.0,100.0,100.0
857,No Match,unmatched,133.52,1.292,151.0781,80199.0,100.0,100.0
858,No Match,unmatched,133.57,15.156,151.0808,81487.0,100.0,100.0
859,No Match,unmatched,133.88,3.163,151.0884,56137.0,100.0,100.0
860,No Match,unmatched,138.31,6.656,151.1136,87417.0,100.0,100.0
861,No Match,unmatched,136.29,1.907,151.1143,64939.0,100.0,100.0
862,No Match,unmatched,133.42000000000002,2.7065,152.07229999999998,15479.0,100.0,100.0
863,No Match,unmatched,133.3,2.824,152.0778,92952.0,100.0,100.0
864,No Match,unmatched,139.01999999999998,4.6735,152.1077,52358.0,100.0,100.0
865,No Match,unmatched,123.78,13.455,152.996,69813.0,100.0,100.0
866,No Match,unmatched,123.68,13.196,152.999,79780.0,100.0,100.0
867,No Match,unmatched,129.765,1.7294999999999998,153.05655000000002,27535.0,100.0,100.0
868,No Match,unmatched,129.08,1.176,153.0633,91200.0,100.0,100.0
869,No Match,unmatched,138.25,1.979,154.087,93641.0,100.0,100.0
870,No Match,unmatched,122.16333333333334,6.300666666666667,154.94703333333334,59975.0,100.0,100.0
871,No Match,unmatched,122.3117142857143,10.732542857142858,154.94777999999997,32756.0,100.0,100.0
872,No Match,unmatched,122.11,8.5295,154.9472,12837.0,100.0,100.0
873,No Match,unmatched,121.955,10.35075,154.9474,30223.0,100.0,100.0
874,No Match,unmatched,122.05500000000004,11.108928571428574,154.94785714285717,7059.0,100.0,100.0
875,No Match,unmatched,121.99333333333334,8.060666666666666,154.9483,26858.0,100.0,100.0
876,No Match,unmatched,122.145,12.9145,154.9489,44982.0,100.0,100.0
877,No Match,unmatched,122.63,3.593,154.949,72390.0,100.0,100.0
878,No Match,unmatched,126.79,12.501,154.9491,87507.0,100.0,100.0
879,No Match,unmatched,123.85,4.314,154.991,74741.0,100.0,100.0
880,No Match,unmatched,129.805,1.287,155.036,23881.0,100.0,100.0
881,No Match,unmatched,129.56,1.393,155.0557,85053.0,100.0,100.0
882,No Match,unmatched,129.73,1.268,155.0592,74578.0,100.0,100.0
883,No Match,unmatched,128.71,0.527,155.0666,95533.0,100.0,100.0
884,No Match,unmatched,122.16,11.9355,155.9472,40096.0,100.0,100.0
885,No Match,unmatched,121.99,12.377,155.9492,70641.0,100.0,100.0
886,No Match,unmatched,137.355,2.414,156.08249999999998,84574.0,100.0,100.0
887,No Match,unmatched,119.08,10.756,156.9402,92953.0,100.0,100.0
888,No Match,unmatched,119.83,8.313,156.941,71393.0,100.0,100.0
889,No Match,unmatched,119.43,8.163,156.9418,92546.0,100.0,100.0
890,No Match,unmatched,119.34,6.476,156.9419,46818.0,100.0,100.0
891,No Match,unmatched,119.59333333333332,5.326,156.94246666666666,63879.0,100.0,100.0
892,No Match,unmatched,119.348,9.8558,156.94312,25301.0,100.0,100.0
893,No Match,unmatched,119.375,7.73075,156.9425,42646.0,100.0,100.0
894,No Match,unmatched,119.282,7.452,156.94272,26369.0,100.0,100.0
895,No Match,unmatched,119.4375,5.94525,156.9428,21218.0,100.0,100.0
896,No Match,unmatched,119.22,11.392,156.9431,36493.0,100.0,100.0
897,No Match,unmatched,119.24,1.437,156.9433,38217.0,100.0,100.0
898,No Match,unmatched,119.27,9.1054,156.94376,29329.0,100.0,100.0
899,No Match,unmatched,118.43,6.722,156.944,90974.0,100.0,100.0
900,No Match,unmatched,119.31,3.517,156.9453,93363.0,100.0,100.0
901,No Match,unmatched,119.27,2.862,156.9481,88955.0,100.0,100.0
902,No Match,unmatched,129.31,1.633,157.0538,75540.0,100.0,100.0
903,No Match,unmatched,129.26,1.622,157.0574,95903.0,100.0,100.0
904,No Match,unmatched,133.13,2.032,157.0766,35853.0,100.0,100.0
905,No Match,unmatched,133.59,7.469,157.0862,84281.0,100.0,100.0
906,No Match,unmatched,131.315,1.632,158.0618,24220.0,100.0,100.0
907,No Match,unmatched,134.39,1.106,158.0817,69935.0,100.0,100.0
908,No Match,unmatched,133.46,1.55,159.0313,82753.0,100.0,100.0
909,No Match,unmatched,128.85,1.5036,159.03324,14162.0,100.0,100.0
910,No Match,unmatched,132.67,1.582,159.0337,36503.0,100.0,100.0
911,No Match,unmatched,130.5025,3.78775,159.056875,38166.0,100.0,100.0
912,No Match,unmatched,131.76,4.975,159.0571,13017.0,100.0,100.0
913,No Match,unmatched,131.63,4.511,159.0582,64237.0,100.0,100.0
914,No Match,unmatched,136.21,1.91,159.1033,46239.0,100.0,100.0
915,No Match,unmatched,137.69,0.53,159.1142,94764.0,100.0,100.0
916,No Match,unmatched,127.58,4.429,160.0222,51777.0,100.0,100.0
917,No Match,unmatched,127.62,2.047,160.04038333333332,93201.0,100.0,100.0
918,No Match,unmatched,127.17,2.8945,160.0401,44301.0,100.0,100.0
919,No Match,unmatched,126.31,5.341,160.0408,82129.0,100.0,100.0
920,No Match,unmatched,129.09,2.643,160.0419,67187.0,100.0,100.0
921,No Match,unmatched,130.74,5.029,160.0424,83889.0,100.0,100.0
922,No Match,unmatched,128.87,2.227,160.0515,56456.0,100.0,100.0
923,No Match,unmatched,122.7,8.867,160.9567,79094.0,100.0,100.0
924,No Match,unmatched,122.71,4.464,160.957,65525.0,100.0,100.0
925,No Match,unmatched,124.02,11.365,160.9577,37216.0,100.0,100.0
926,No Match,unmatched,140.39,3.501,161.0464,55102.0,100.0,100.0
927,No Match,unmatched,139.575,2.266,161.09725,86203.0,100.0,100.0
928,No Match,unmatched,126.07,1.721,162.002,59190.0,100.0,100.0
929,No Match,unmatched,127.61,7.215,162.018,59701.0,100.0,100.0
930,No Match,unmatched,127.57,1.0500000000000005,162.02057142857143,42426.0,100.0,100.0
931,No Match,unmatched,127.055,2.3265,162.020175,42673.0,100.0,100.0
932,No Match,unmatched,127.8,10.778,162.0193,57054.0,100.0,100.0
933,No Match,unmatched,140.41333333333333,1.2228333333333332,162.0198,15451.0,100.0,100.0
934,No Match,unmatched,131.76,3.094,162.0528,91561.0,100.0,100.0
935,No Match,unmatched,130.16,5.47,162.0562,47083.0,100.0,100.0
936,No Match,unmatched,138.67,2.66075,162.0929,23626.0,100.0,100.0
937,No Match,unmatched,137.7,5.784,162.0926,77550.0,100.0,100.0
938,No Match,unmatched,125.785,1.7625000000000002,163.01024999999998,57005.0,100.0,100.0
939,No Match,unmatched,127.75333333333332,1.3513333333333335,163.02343333333334,42636.0,100.0,100.0
940,No Match,unmatched,129.305,5.4105,163.04065,52036.0,100.0,100.0
941,No Match,unmatched,132.64499999999998,0.749,163.05124999999998,83249.0,100.0,100.0
942,No Match,unmatched,136.79,6.38,163.0791,70703.0,100.0,100.0
943,No Match,unmatched,130.45,2.604,164.0175,82070.0,100.0,100.0
944,No Match,unmatched,128.98333333333332,1.4926666666666668,164.03574999999998,90244.0,100.0,100.0
945,No Match,unmatched,45.47,1.004,164.07,92541.0,100.0,100.0
946,No Match,unmatched,140.23,1.0555,164.07175,2188.0,100.0,100.0
947,No Match,unmatched,140.23,4.685,164.1085,13184.0,100.0,100.0
948,No Match,unmatched,140.59,4.8335,164.1087,52554.0,100.0,100.0
949,No Match,unmatched,140.08499999999998,2.8105,164.10885000000002,11974.0,100.0,100.0
950,No Match,unmatched,126.76666666666668,2.0380000000000003,164.9784,78192.0,100.0,100.0
951,No Match,unmatched,125.46,1.852,165.0189,83036.0,100.0,100.0
952,No Match,unmatched,132.04454545454547,15.487363636363636,165.04113636363638,45442.0,100.0,100.0
953,No Match,unmatched,132.08,12.647,165.0414,36593.0,100.0,100.0
954,No Match,unmatched,131.72,12.632,165.046,90291.0,100.0,100.0
955,No Match,unmatched,132.03,15.359,165.0462,75918.0,100.0,100.0
956,No Match,unmatched,132.76,15.372,165.0534,68416.0,100.0,100.0
957,No Match,unmatched,130.75,6.684,165.0549,90731.0,100.0,100.0
958,No Match,unmatched,132.98,5.19,165.0559,53442.0,100.0,100.0
959,No Match,unmatched,136.54,5.943,165.0561,2690.0,100.0,100.0
960,No Match,unmatched,137.83,1.346,165.057,57455.0,100.0,100.0
961,No Match,unmatched,131.34,6.65,165.0571,37457.0,100.0,100.0
962,No Match,unmatched,131.885,0.5805,165.06645,81973.0,100.0,100.0
963,No Match,unmatched,140.142,1.0314,165.07576,59349.0,100.0,100.0
964,No Match,unmatched,137.85,2.69,165.0931,47172.0,100.0,100.0
965,No Match,unmatched,139.95,7.065,165.1023,85891.0,100.0,100.0
966,No Match,unmatched,140.12,2.931,165.1027,60374.0,100.0,100.0
967,No Match,unmatched,139.15666666666667,5.782,165.10353333333333,67320.0,100.0,100.0
968,No Match,unmatched,140.49,4.994,165.1035,8079.0,100.0,100.0
969,No Match,unmatched,131.5,3.24,166.0349,51554.0,100.0,100.0
970,No Match,unmatched,132.5,2.041333333333333,166.05066666666667,62825.0,100.0,100.0
971,No Match,unmatched,136.52,5.964,166.0595,56616.0,100.0,100.0
972,No Match,unmatched,136.67,5.929,166.0619,88277.0,100.0,100.0
973,No Match,unmatched,136.99,1.67,166.0869,89239.0,100.0,100.0
974,No Match,unmatched,138.19,4.701,166.0876,88417.0,100.0,100.0
975,No Match,unmatched,135.25,2.775,167.0201,41327.0,100.0,100.0
976,No Match,unmatched,126.87,15.46,167.021,42422.0,100.0,100.0
977,No Match,unmatched,126.18,0.528,167.0212,40478.0,100.0,100.0
978,No Match,unmatched,129.625,0.8045,167.0354,17941.0,100.0,100.0
979,No Match,unmatched,129.29,0.787,167.04,93144.0,100.0,100.0
980,No Match,unmatched,131.59,6.961,167.0618,27673.0,100.0,100.0
981,No Match,unmatched,140.78,7.501,167.0717,42797.0,100.0,100.0
982,No Match,unmatched,141.08499999999998,2.7960000000000003,167.10855,28385.0,100.0,100.0
983,No Match,unmatched,124.99,8.333,167.9028,95052.0,100.0,100.0
984,No Match,unmatched,124.79,4.526,167.9051,82095.0,100.0,100.0
985,No Match,unmatched,123.92,6.271,167.9059,91629.0,100.0,100.0
986,No Match,unmatched,120.41,5.537,167.9179,4545.0,100.0,100.0
987,No Match,unmatched,138.21,5.539,167.9186,40054.0,100.0,100.0
988,No Match,unmatched,120.17,13.507,167.9198,83548.0,100.0,100.0
989,No Match,unmatched,139.4025,3.38875,168.103475,83283.0,100.0,100.0
990,No Match,unmatched,120.63,5.517,168.9221,95239.0,100.0,100.0
991,No Match,unmatched,126.8170731707317,11.917585365853656,168.96369268292685,26459.0,100.0,100.0
992,No Match,unmatched,127.03666666666668,10.657333333333334,168.96293333333332,85177.0,100.0,100.0
993,No Match,unmatched,126.74,10.738,168.9655,46082.0,100.0,100.0
994,No Match,unmatched,136.95,8.329,168.9901,52055.0,100.0,100.0
995,No Match,unmatched,130.84,1.7076666666666669,169.04193333333333,42018.0,100.0,100.0
996,No Match,unmatched,135.65,1.934,169.087,42820.0,100.0,100.0
997,No Match,unmatched,120.39,13.483,169.9147,93767.0,100.0,100.0
998,No Match,unmatched,138.17,5.531,169.9161,54975.0,100.0,100.0
999,No Match,unmatched,138.41,5.57,169.9193,88705.0,100.0,100.0
1000,No Match,unmatched,133.14,6.715,170.0614,36129.0,100.0,100.0
1001,No Match,unmatched,139.065,0.914,170.08285,57387.0,100.0,100.0
1002,No Match,unmatched,124.31,11.25,170.9612,95267.0,100.0,100.0
1003,No Match,unmatched,125.27,3.484,170.9855,38563.0,100.0,100.0
1004,No Match,unmatched,134.84,1.522,171.0113,94117.0,100.0,100.0
1005,No Match,unmatched,141.035,2.68,171.10315,73118.0,100.0,100.0
1006,No Match,unmatched,141.21,13.287,171.1035,38949.0,100.0,100.0
1007,No Match,unmatched,120.42,5.55,171.9117,27167.0,100.0,100.0
1008,No Match,unmatched,118.3,3.347,171.9432,52333.0,100.0,100.0
1009,No Match,unmatched,136.66,8.366,171.9979,88923.0,100.0,100.0
1010,No Match,unmatched,136.76,8.328,172.0002,12257.0,100.0,100.0
1011,No Match,unmatched,130.51399999999998,3.1827,172.04076,77097.0,100.0,100.0
1012,No Match,unmatched,130.61285714285714,1.948285714285714,172.04095714285717,36216.0,100.0,100.0
1013,No Match,unmatched,140.98,2.392,172.076,68162.0,100.0,100.0
1014,No Match,unmatched,123.64,12.022,172.9569,74044.0,100.0,100.0
1015,No Match,unmatched,122.94,12.26,172.9593,69071.0,100.0,100.0
1016,No Match,unmatched,103.26,1.268,172.9877,93554.0,100.0,100.0
1017,No Match,unmatched,59.42,1.332,172.9878,92727.0,100.0,100.0
1018,No Match,unmatched,37.475,1.332,172.9892,91589.0,100.0,100.0
1019,No Match,unmatched,135.55,1.284,172.9895,55792.0,100.0,100.0
1020,No Match,unmatched,29.08,1.301,172.9906,79553.0,100.0,100.0
1021,No Match,unmatched,123.61,1.369,172.991,82870.0,100.0,100.0
1022,No Match,unmatched,101.13,1.2995,172.9924,84030.0,100.0,100.0
1023,No Match,unmatched,21.77,1.298,172.9935,84697.0,100.0,100.0
1024,No Match,unmatched,132.465,1.3015,172.9937,69293.0,100.0,100.0
1025,No Match,unmatched,81.61,1.319,172.9948,69941.0,100.0,100.0
1026,No Match,unmatched,95.73,1.326,172.9957,94776.0,100.0,100.0
1027,No Match,unmatched,130.77857142857144,1.662285714285714,173.04758571428573,25677.0,100.0,100.0
1028,No Match,unmatched,130.45,3.901,173.0473,78234.0,100.0,100.0
1029,No Match,unmatched,136.51,0.675,173.0825,10273.0,100.0,100.0
1030,No Match,unmatched,138.67,0.513,173.0935,86992.0,100.0,100.0
1031,No Match,unmatched,142.29,3.839,173.0979,49614.0,100.0,100.0
1032,No Match,unmatched,140.81,2.901,173.1189,63516.0,100.0,100.0
1033,No Match,unmatched,135.006,0.899,174.02374,61321.0,100.0,100.0
1034,No Match,unmatched,129.91,1.4205,174.04385000000002,65883.0,100.0,100.0
1035,No Match,unmatched,130.92,1.725,174.0517,77330.0,100.0,100.0
1036,No Match,unmatched,132.21,3.441,174.0553,14957.0,100.0,100.0
1037,No Match,unmatched,134.305,6.324999999999999,174.0562,86117.0,100.0,100.0
1038,No Match,unmatched,133.5,8.556,174.0565,73729.0,100.0,100.0
1039,No Match,unmatched,135.55,2.13,174.0566,53490.0,100.0,100.0
1040,No Match,unmatched,135.1,1.205,174.0568,63940.0,100.0,100.0
1041,No Match,unmatched,135.07,4.23,174.0569,67015.0,100.0,100.0
1042,No Match,unmatched,135.17000000000002,2.2275,174.0588,88379.0,100.0,100.0
1043,No Match,unmatched,129.905,1.274,174.99025,30637.0,100.0,100.0
1044,No Match,unmatched,129.33499999999998,8.1715,174.9926,51398.0,100.0,100.0
1045,No Match,unmatched,129.25,11.773,174.9929,93354.0,100.0,100.0
1046,No Match,unmatched,129.42,4.634,174.9932,45567.0,100.0,100.0
1047,No Match,unmatched,129.42000000000002,5.936999999999999,174.9934,55603.0,100.0,100.0
1048,No Match,unmatched,129.425,3.3875,174.9935,54649.0,100.0,100.0
1049,No Match,unmatched,129.56,7.855,174.9943,65393.0,100.0,100.0
1050,No Match,unmatched,133.83,6.288,175.0616,94733.0,100.0,100.0
1051,No Match,unmatched,138.64333333333337,5.478000000000001,175.07666666666668,29454.0,100.0,100.0
1052,No Match,unmatched,139.35,3.475,175.0769,31936.0,100.0,100.0
1053,No Match,unmatched,142.23,2.09,175.0978,65995.0,100.0,100.0
1054,No Match,unmatched,131.07999999999998,2.416,176.0175,67979.0,100.0,100.0
1055,No Match,unmatched,133.47,3.294,176.0191,81550.0,100.0,100.0
1056,No Match,unmatched,131.055,1.7645,176.0352,20709.0,100.0,100.0
1057,No Match,unmatched,128.38875000000002,1.2378749999999998,176.0361625,76014.0,100.0,100.0
1058,No Match,unmatched,131.72,2.674,176.0371,79949.0,100.0,100.0
1059,No Match,unmatched,134.46,2.353,176.0373,44413.0,100.0,100.0
1060,No Match,unmatched,139.68,4.329,176.0722,59757.0,100.0,100.0
1061,No Match,unmatched,139.61,7.861,176.0844,88666.0,100.0,100.0
1062,No Match,unmatched,143.07199999999995,6.8088,176.10892,77878.0,100.0,100.0
1063,No Match,unmatched,129.565,1.56,177.0299,77724.0,100.0,100.0
1064,No Match,unmatched,137.70999999999998,3.5905,177.0677,58300.0,100.0,100.0
1065,No Match,unmatched,140.05,3.9945,177.09269999999998,84122.0,100.0,100.0
1066,No Match,unmatched,140.5,8.484,177.0932,68681.0,100.0,100.0
1067,No Match,unmatched,140.37,7.044,177.0935,85240.0,100.0,100.0
1068,No Match,unmatched,140.75,5.795,177.0936,58529.0,100.0,100.0
1069,No Match,unmatched,134.72,0.712,178.0186,92399.0,100.0,100.0
1070,No Match,unmatched,136.91,1.402,178.05190000000002,78152.0,100.0,100.0
1071,No Match,unmatched,138.0,2.808,178.052,72518.0,100.0,100.0
1072,No Match,unmatched,140.23,1.746,178.0872,91658.0,100.0,100.0
1073,No Match,unmatched,136.4,3.842,179.0399,92596.0,100.0,100.0
1074,No Match,unmatched,136.88,6.961,179.0727,83379.0,100.0,100.0
1075,No Match,unmatched,144.21,6.387,179.108,47201.0,100.0,100.0
1076,No Match,unmatched,144.05,6.226,179.1163,65431.0,100.0,100.0
1077,No Match,unmatched,144.09,5.519,179.1188,36922.0,100.0,100.0
1078,No Match,unmatched,133.78,2.01,180.0308,78785.0,100.0,100.0
1079,No Match,unmatched,144.48,2.202,180.1043,58017.0,100.0,100.0
1080,No Match,unmatched,126.55,0.614,181.0149,51343.0,100.0,100.0
1081,No Match,unmatched,131.82,0.647,181.0366,20989.0,100.0,100.0
1082,No Match,unmatched,141.42,4.274,181.037,60617.0,100.0,100.0
1083,No Match,unmatched,136.4,0.65,181.051,66079.0,100.0,100.0
1084,No Match,unmatched,142.29500000000002,0.6,181.0514,8045.0,100.0,100.0
1085,No Match,unmatched,138.265,3.3435,181.05355,61717.0,100.0,100.0
1086,No Match,unmatched,143.73,0.588,181.0697,29245.0,100.0,100.0
1087,No Match,unmatched,132.35,2.658,182.0008,64773.0,100.0,100.0
1088,No Match,unmatched,131.47500000000002,1.6645,182.0463,46357.0,100.0,100.0
1089,No Match,unmatched,131.48,1.823,182.0502,71650.0,100.0,100.0
1090,No Match,unmatched,131.75,11.59,182.9779,95653.0,100.0,100.0
1091,No Match,unmatched,131.61,12.197,182.9788,44451.0,100.0,100.0
1092,No Match,unmatched,130.59,11.584,182.982,95147.0,100.0,100.0
1093,No Match,unmatched,131.52,12.695,182.9821,80188.0,100.0,100.0
1094,No Match,unmatched,128.01,2.173,183.0061,89492.0,100.0,100.0
1095,No Match,unmatched,137.15749999999997,11.93975,183.012775,57057.0,100.0,100.0
1096,No Match,unmatched,137.16333333333333,12.410666666666666,183.0129333333333,25418.0,100.0,100.0
1097,No Match,unmatched,137.14,13.134,183.0137,46682.0,100.0,100.0
1098,No Match,unmatched,131.82,0.784,183.0304,22827.0,100.0,100.0
1099,No Match,unmatched,134.7,5.899,183.0445,66865.0,100.0,100.0
1100,No Match,unmatched,139.52,3.308,183.0455,31022.0,100.0,100.0
1101,No Match,unmatched,138.43,5.876,183.046,33250.0,100.0,100.0
1102,No Match,unmatched,137.43666666666667,1.3513333333333335,183.0667,83304.0,100.0,100.0
1103,No Match,unmatched,144.005,2.066,183.10355,13316.0,100.0,100.0
1104,No Match,unmatched,141.58499999999998,6.428,183.1035,42377.0,100.0,100.0
1105,No Match,unmatched,143.42,2.829,183.1037,67427.0,100.0,100.0
1106,No Match,unmatched,136.81,1.555,184.04455,74118.0,100.0,100.0
1107,No Match,unmatched,141.04000000000002,4.582,184.07715,70385.0,100.0,100.0
1108,No Match,unmatched,104.88,2.016,184.0962,95870.0,100.0,100.0
1109,No Match,unmatched,97.62,2.131,184.0977,90751.0,100.0,100.0
1110,No Match,unmatched,144.225,1.9645,184.09885,6760.0,100.0,100.0
1111,No Match,unmatched,115.9,12.425,184.9877,84179.0,100.0,100.0
1112,No Match,unmatched,130.845,1.215,184.9928,83501.0,100.0,100.0
1113,No Match,unmatched,138.54,2.481,185.0283,16871.0,100.0,100.0
1114,No Match,unmatched,136.225,2.644,185.0373,37912.0,100.0,100.0
1115,No Match,unmatched,144.14,2.018333333333333,185.10173333333333,55294.0,100.0,100.0
1116,No Match,unmatched,144.87,3.211,185.1186,16963.0,100.0,100.0
1117,No Match,unmatched,137.095,3.5,186.0565,13089.0,100.0,100.0
1118,No Match,unmatched,144.94,3.105,186.0933,72771.0,100.0,100.0
1119,No Match,unmatched,116.94,2.391,187.0038,38140.0,100.0,100.0
1120,No Match,unmatched,29.55,2.348,187.0044,78141.0,100.0,100.0
1121,No Match,unmatched,119.695,2.5445,187.0054,81948.0,100.0,100.0
1122,No Match,unmatched,26.59,2.389,187.0055,74990.0,100.0,100.0
1123,No Match,unmatched,120.63,2.426,187.0057,47974.0,100.0,100.0
1124,No Match,unmatched,37.355,2.386,187.006,51250.0,100.0,100.0
1125,No Match,unmatched,144.37,2.39175,187.0066,58008.0,100.0,100.0
1126,No Match,unmatched,62.02,2.371,187.0075,69857.0,100.0,100.0
1127,No Match,unmatched,69.325,2.387,187.0081,30736.0,100.0,100.0
1128,No Match,unmatched,90.45666666666666,2.328,187.0086,79109.0,100.0,100.0
1129,No Match,unmatched,66.64999999999999,2.3875,187.0088,58087.0,100.0,100.0
1130,No Match,unmatched,138.895,2.3925,187.0092,84063.0,100.0,100.0
1131,No Match,unmatched,4.58,2.4,187.0094,76359.0,100.0,100.0
1132,No Match,unmatched,103.7475,2.39275,187.01,95373.0,100.0,100.0
