ID,RT,DT,CCS,m/z,Abundance,RSD, 9-M-E1-A-1.d.DeMP,10-M-E1-A-2.d.DeMP, 11-M-E1-A-3.d.DeMP, 16-DBS-E1-A-1.d.DeMP, 17-DBS-E1-A-2.d.DeMP, 18-DBS-E1-A-3.d.DeMP, 41-M-E4-A-1.d.DeMP, 42-M-E4-A-2.d.DeMP, 43-M-E4-A-3.d.DeMP, 47-DBS-E4-A-1.d.DeMP, 48-DBS-E4-A-2.d.DeMP, 49-DBS--E4-A-3.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
15977,13.006,21.112,159.43,323.0013,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68,0.001,0.001,0,0,0
15978,12.841,35.24,1788.45,674.5425,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68,0.001,0.001,0,0,0
15979,12.772,27.945,207.79,497.1716,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68,0.001,0.001,0,0,0
15980,16.281,33.224,246,574.4489,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68,0,0,0
15981,12.642,28.45,211.61,490.2348,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68,0.001,0.001,0,0,0
15982,14.202,27.453,205.07,425.3013,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68,0,0,0
15983,12.492,23.791,179.81,311.874,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68,0.001,0.001,0,0,0
15984,16.447,36.971,272.28,731.0043,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68,0,0,0
15985,13.256,30.053,222.86,547.2562,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68,0.001,0.001,0.001,0.001,0,0,0
15986,15.605,28.745,214.25,454.3363,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68,0,0,0
15987,8.064,12.913,104.5,116.9736,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68,0.001,0.001,0.001,0.001,0,0,0
15988,12.504,28.696,213.75,465.1689,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68,0.001,0.001,0.001,0.001,0,0,0
15989,1.999,9.537,79.32,92.9274,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,68,0.001,0.001,0.001,0.001,0.001,0,0,0
15990,14.068,29.716,221.42,457.2489,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68,0.001,0.001,0.001,0.001,0,0,0
15991,12.898,25.956,209.12,116.9763,6,3.46,0.001,0.001,0.001,0.001,0.001,68,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
15992,1.293,17.597,136.56,193.0152,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68,0.001,0.001,0,0,0
15993,4.183,15.689,124.44,144.0459,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68,0.001,0.001,0,0,0
15994,14.08,25.39,191.24,337.3691,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68,0.001,0.001,0.001,0.001,0,0,0
15995,12.56,8.288,66.27,141.0196,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68,0.001,0,0,0
15996,13.206,28.801,215.46,403.1927,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0,0,0
15997,8.007,18.568,141.25,276.9979,6,3.46,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
15998,14.043,23.167,175.87,282.2447,6,3.46,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
15999,8.227,27.285,204.54,381.0115,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0,0,0
16000,4.893,21.645,163.44,322.964,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0,0,0
16001,14.587,24.264,184.16,282.2593,6,3.46,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16002,13.721,17.489,134.73,218.1681,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16003,15.055,35.157,259.42,667.3994,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16004,1.168,3.384,28.68,94.9258,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16005,13.914,37.897,287.29,279.2326,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16006,14.758,24.229,183.21,307.7414,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0,0,0
16007,12.401,24.729,186.87,311.6951,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16008,15.926,31.318,232.25,542.4362,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16009,15.715,36.795,271.65,646.617,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16010,14.732,24.266,183.48,307.7251,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16011,11.69,26.534,201.89,265.145,6,3.46,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16012,2.303,38.12,279.22,1026.9872,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0,0,0
16013,12.267,23.279,176.66,284.2249,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0,0,0
16014,14.69,23.374,177.4,283.4206,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0,0,0
16015,12.134,24.072,182.14,303.2317,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16016,15.782,36.069,265.86,702.9559,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16017,14.089,22.204,169.33,257.4389,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0,0,0
16018,12.04,29.308,216.36,673.993,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0,0,0
16019,15.138,28.302,210.91,458.2989,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0,0,0
16020,11.09,29.449,218.95,495.2235,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0,0,0
16021,15.155,24.316,183.82,309.4769,6,3.46,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16022,12.783,26.84,200.15,451.1663,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0,0,0
16023,9.44,22.237,168.95,278.4795,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0,0,0
16024,12.417,35.475,261.92,647.3296,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16025,10.207,24.976,200.78,119.9469,6,3.46,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16026,13.261,36.678,270.41,692.5243,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16027,9.611,24.123,179.43,502.9931,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0,0,0
16028,13.871,39.652,300.51,280.2365,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0,0,0
16029,11.155,13.158,100.68,257.9342,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0,0,0
16030,4.09,21.393,188.18,59.0149,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0,0,0
16031,1.462,8.452,67.56,141.0168,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0,0,0
16032,13.532,24.857,187.2,339.489,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0,0,0
16033,5.367,18.609,142.68,235.973,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0,0,0
16034,2.299,24.418,182.63,414.9729,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0,0,0
16035,13.323,29.054,221.48,253.2181,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16036,13.179,26.505,198.89,371.6566,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0,0,0
16037,13.033,29.381,218.57,485.2725,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16038,0.672,7.274,60.58,94.927,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16039,8.796,31.069,229.9,597.2206,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16040,10.807,27.757,206.75,467.2622,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16041,14.476,38.043,280.05,745.5969,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16042,4.307,19.232,148.35,211.1331,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16043,9.646,28.943,219.69,277.1431,6,3.46,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16044,16.227,25.974,195.2,357.3259,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16045,16.47,38.978,287.31,693.5415,6,3.46,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16046,5.378,26.699,199.3,436.2177,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16047,13.335,28.859,214.55,498.2481,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16048,12.817,18.323,140.26,244.0313,6,3.46,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16049,15.926,30.212,224.56,498.2506,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16050,1.251,8.955,72.63,118.9683,6,3.46,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16051,1.088,46.57,383.74,92.9301,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0,0,0
16052,13.926,24.073,182.1,304.8942,6,3.46,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16053,0.521,18.453,142.46,209.0769,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0,0,0
16054,4.007,24.222,182.02,361.2223,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0,0,0
16055,13.798,28.153,209.8,458.2367,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0,0,0
16056,11.697,41.086,312.15,265.1518,6,3.46,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16057,13.085,38.034,279.95,751.1723,6,3.46,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16058,13.387,33.591,247.96,660.2893,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16059,11.71,14.267,108.95,265.1483,6,3.46,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16060,1.033,24.057,193.58,118.9717,6,3.46,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16061,14.5,32.92,243.43,609.3803,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16062,1.348,33.706,277.99,92.9327,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16063,15.186,28.611,213.1,466.2724,6,3.46,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16064,14.638,27.106,204.55,319.2691,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0,0,0
16065,2.276,27.37,204.9,397.0052,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16066,13.796,25.278,190.34,340.2925,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16067,2.849,29.565,219.03,571.1847,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16068,0.145,18.383,161.83,59.0145,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16069,14.611,36.27,267.23,716.5221,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0,0,0
16070,14.736,13.981,111.13,141.929,6,3.46,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16071,14.525,28.911,215.17,478.5823,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0,0,0
16072,12.287,25.039,188.2,357.2244,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0,0,0
16073,14.739,5.252,41.07,218.036,6,3.46,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16074,10.845,18.587,141.76,262.0544,6,3.46,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16075,16.478,38.588,283.77,788.8253,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16076,15.073,28.375,212.22,406.9764,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16077,8.574,21.794,165.27,291.0797,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0,0,0
16078,10.596,21.372,161.43,321.0584,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16079,1.352,20.362,179.16,59.015,6,3.46,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16080,14.578,30.662,228.21,473.7821,6,3.46,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16081,13.817,24.048,181.9,305.3632,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0,0,0
16082,12.863,28.544,211.74,544.1194,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16083,4.124,26.272,207.79,143.9908,6,3.46,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16084,15.042,24.29,183.59,310.6023,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16085,8.976,18.548,142.8,219.03,6,3.46,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16086,4.291,21.577,162.92,322.9675,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0,0,0
16087,6.675,24.65,185.57,343.1299,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16088,13.599,32.239,238.51,598.3044,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0,0,0
16089,14.192,24.309,183.83,306.8492,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0,0,0
16090,15.88,38.063,280,775.5353,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16091,13.874,26.478,198.74,369.3109,6,3.46,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16092,12.465,23.812,179.96,312.318,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16093,13.647,26.295,197.03,388.4412,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0,0,0
16094,5.565,31.398,232.19,612.2427,6,3.46,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16095,15.831,35.282,259.91,726.2926,6,3.46,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16096,15.139,23.944,701.48,297.5681,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0,0,0
16097,13.49,25.796,194.23,339.8663,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0,0,0
16098,15.997,29.684,220.62,501.3372,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0,0,0
16099,0.309,34.411,253.01,813.0102,6,3.46,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16100,1.262,58.335,468.87,116.9727,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0,0,0
16101,7.781,18.695,142.58,262.0496,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0,0,0
16102,14.688,25.044,188.82,329.2965,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16103,16.205,28.716,213.83,470.3101,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0,0,0
16104,15.398,32.143,239.3,466.4848,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0,0,0
16105,0.239,25.496,189.89,475.0527,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0,0,0
16106,13.761,27.727,203.9,845.9437,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0,0,0
16107,14.812,28,208.9,441.5504,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16108,0.858,17.071,132.77,187.0395,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16109,14.551,25.209,189.98,332.7788,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0,0,0
16110,14.161,24.255,1412.69,306.7862,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16111,12.828,35.24,259.97,675.3867,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16112,0.241,25.39,189.64,431.0753,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0,0,0
16113,16.244,37.573,276.47,766.5326,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16114,14.668,25.612,193.6,308.2685,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0,0,0
16115,15.763,38.855,285.65,801.5459,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0,0,0
16116,8.586,23.082,201.38,61.9888,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001,0,0,0
16117,13.893,32.291,238.92,595.2405,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001,0,0,0
16118,2.924,58.487,447.65,226.0178,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0,0,0
16119,16.447,37.514,276.36,718.5407,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0,0,0
16120,14.791,27.889,208.11,438.6106,6,3.46,0.001,0.001,66,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16121,13.752,23.191,176.07,281.7613,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001,0,0,0
16122,3.93,13.317,107.74,116.97,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001,0,0,0
16123,16.222,32.098,238.05,539.4896,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0,0,0
16124,15.491,24.58,185.72,312.8624,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0,0,0
16125,14.373,24.307,184.45,283.2579,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001,0,0,0
16126,14.929,28.582,212.87,467.4993,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0,0,0
16127,13.602,22.168,166.93,345.0565,6,3.46,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16128,14.204,29.119,216.46,499.3277,6,3.46,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16129,12.859,24.369,183.83,326.0014,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0,0,0
16130,11.669,24.692,198.66,118.9681,6,3.46,0.001,0.001,66,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16131,15.609,13.387,108.21,117.922,6,3.46,66,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16132,15.412,28.834,214.73,467.6402,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0,0,0
16133,12.305,26.095,206.4,143.9921,6,3.46,66,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16134,16.473,30.076,223.15,535.3116,6,3.46,66,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16135,2.361,12.726,99.19,187.015,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001,0.001,0,0,0
16136,9.923,24.427,183.8,348.1203,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001,0,0,0
16137,15.541,36.384,267.54,801.2701,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0,0,0
16138,10.389,29.757,220.28,590.2935,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0,0,0
16139,14.234,27.397,207.09,306.2539,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001,0,0,0
16140,4.015,21.942,165.1,352.9412,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0,0,0
16141,12.982,26.035,196.31,327.3119,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0,0,0
16142,4.442,29.092,215.18,614.9825,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001,0,0,0
16143,0.621,43.196,355.13,94.926,6,3.46,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16144,12.577,49.404,390.63,141.0158,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0,0,0
16145,2.165,13.085,108.22,94.9259,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0,0,0
16146,13.187,27.423,205.39,391.5257,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0,0,0
16147,14.956,28.519,212.43,465.5713,6,3.46,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
16148,13.048,24.286,183.2,326.4275,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0,0,0
16149,5.385,26.627,198.75,437.2164,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0,0,0
16150,15.187,30.528,226.5,534.2957,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0,0,0
16151,2.197,28.141,215.62,230.0109,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0,0,0
16152,14.855,28.865,214.86,476.3154,6,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0,0,0
