ID,RT,DT,CCS,m/z,83 Paired 12835.d.DeMP, 84 Paired 7211.d.DeMP, 85 Paired 2654.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
7644,9.435,26.979,231.46,429.228,357,0.001,0.001,0.001,0.001,0.001
7645,14.329,34.582,285.54,620.4915,357,0.001,0.001,0.001,0.001,0.001
7646,7.705,25.552,221.39,394.131,356,0.001,0.001,0.001,0.001,0.001
7647,1.654,27.057,239.14,213.0043,0.001,356,0.001,0.001,0.001,0.001
7648,5.725,25.424,221.35,350.0255,356,0.001,0.001,0.001,0.001,0.001
7649,8.738,32.019,266.49,629.353,0.001,356,0.001,0.001,0.001,0.001
7650,2.485,26.884,229.6,512.053,0.001,356,0.001,0.001,0.001,0.001
7651,7.006,28.482,242.2,459.2031,356,0.001,0.001,0.001,0.001,0.001
7652,8.429,24.542,214.73,349.201,356,0.001,0.001,0.001,0.001,0.001
7653,14.49,30.015,253.76,451.3769,356,0.001,0.001,0.001,0.001,0.001
7654,11.197,22.595,203.47,239.1637,0.001,356,0.001,0.001,0.001,0.001
7655,12.489,19.045,174.73,288.0326,356,0.001,0.001,0.001,0.001,0.001
7656,13.306,36.69,300.28,715.498,356,0.001,0.001,0.001,0.001,0.001
7657,4.33,31.19,260.74,588.3258,163,193,0.001,0.001,0.001,0.001
7658,1.642,25.928,222.84,483.063,356,0.001,0.001,0.001,0.001,0.001
7659,3.886,18.977,176.1,231.1219,355,0.001,0.001,0.001,0.001,0.001
7660,15.046,38.438,312.58,797.5189,355,0.001,0.001,0.001,0.001,0.001
7661,6.27,26.268,226.19,426.1572,355,0.001,0.001,0.001,0.001,0.001
7662,14.491,30.867,259.1,521.4212,0.001,355,0.001,0.001,0.001,0.001
7663,1.848,29.702,253.65,346.0253,0.001,355,0.001,0.001,0.001,0.001
7664,2.182,18.809,176.12,203.002,136,219,0.001,0.001,0.001,0.001
7665,3.843,24.915,216.41,406.0747,0.001,355,0.001,0.001,0.001,0.001
7666,10.783,24.921,217.36,359.2419,0.001,0.001,355,0.001,0.001,0.001
7667,9.476,23.989,211.2,323.2213,0.001,0.001,355,0.001,0.001,0.001
7668,9.161,20.437,184.77,307.0401,0.001,0.001,354,0.001,0.001,0.001
7669,7.518,35.696,292.52,774.3574,0.001,354,0.001,0.001,0.001,0.001
7670,11.02,28.415,242.12,433.2935,354,0.001,0.001,0.001,0.001,0.001
7671,1.89,33.912,278.79,879.1415,0.001,354,0.001,0.001,0.001,0.001
7672,4.312,25.375,220.27,383.2065,354,0.001,0.001,0.001,0.001,0.001
7673,7.976,24.664,215.65,349.2004,353,0.001,0.001,0.001,0.001,0.001
7674,14.155,29.641,250.54,479.3918,353,0.001,0.001,0.001,0.001,0.001
7675,14.533,32.115,268.96,480.3117,0.001,353,0.001,0.001,0.001,0.001
7676,16.145,39.681,321.33,861.541,0.001,353,0.001,0.001,0.001,0.001
7677,1.004,20.204,183.87,276.0752,0.001,0.001,353,0.001,0.001,0.001
7678,12.499,29.207,247.5,466.36,353,0.001,0.001,0.001,0.001,0.001
7679,8.158,37.474,305.34,818.4455,0.001,0.001,353,0.001,0.001,0.001
7680,7.478,29.612,252.43,367.1583,353,0.001,0.001,0.001,0.001,0.001
7681,12.696,29.086,246.52,471.2956,0.001,353,0.001,0.001,0.001,0.001
7682,12.957,31.063,259.83,584.2665,0.001,353,0.001,0.001,0.001,0.001
7683,7.655,31.509,262.89,609.2727,0.001,353,0.001,0.001,0.001,0.001
7684,11.132,30.139,254.21,482.3553,353,0.001,0.001,0.001,0.001,0.001
7685,12.929,26.656,225.79,794.9485,352,0.001,0.001,0.001,0.001,0.001
7686,4.023,30.511,303.37,59.0143,352,0.001,0.001,0.001,0.001,0.001
7687,14.462,30.306,254.96,519.2697,200,0.001,152,0.001,0.001,0.001
7688,6.711,23.881,209.87,344.1552,0.001,0.001,352,0.001,0.001,0.001
7689,13.839,25.455,221.8,341.3056,351,0.001,0.001,0.001,0.001,0.001
7690,4.615,37.106,302.53,835.3502,0.001,351,0.001,0.001,0.001,0.001
7691,1.654,18.58,500.99,212.1703,351,0.001,0.001,0.001,0.001,0.001
7692,6.57,25.207,219.32,368.2145,351,0.001,0.001,0.001,0.001,0.001
7693,3.917,30.392,255.62,517.1405,0.001,0.001,350,0.001,0.001,0.001
7694,15.874,36.64,299.7,742.6702,0.001,0.001,350,0.001,0.001,0.001
7695,11.969,19.05,174.74,289.0306,0.001,0.001,350,0.001,0.001,0.001
7696,16.083,40.761,329.29,858.5871,350,0.001,0.001,0.001,0.001,0.001
7697,11.868,28.522,242.44,463.2855,350,0.001,0.001,0.001,0.001,0.001
7698,11.478,29.285,247.59,501.2467,350,0.001,0.001,0.001,0.001,0.001
7699,15.018,33.656,279.13,577.4211,236,0.001,114,0.001,0.001,0.001
7700,14.919,33.078,274.53,608.3899,350,0.001,0.001,0.001,0.001,0.001
7701,13.388,26.388,227.97,378.3006,350,0.001,0.001,0.001,0.001,0.001
7702,13.986,46.415,369.72,1072.7836,349,0.001,0.001,0.001,0.001,0.001
7703,11.815,27.991,239.41,407.2782,349,0.001,0.001,0.001,0.001,0.001
7704,14.611,29.609,251,435.383,349,0.001,0.001,0.001,0.001,0.001
7705,4.456,23.849,209.48,351.0878,0.001,349,0.001,0.001,0.001,0.001
7706,8.593,38.566,313.38,819.388,0.001,349,0.001,0.001,0.001,0.001
7707,2.711,27.816,927.72,497.5834,0.001,349,0.001,0.001,0.001,0.001
7708,7.242,37.517,305.58,831.3786,0.001,0.001,349,0.001,0.001,0.001
7709,12.699,31.268,262.94,461.3273,349,0.001,0.001,0.001,0.001,0.001
7710,7.452,35.121,288.9,689.3116,349,0.001,0.001,0.001,0.001,0.001
7711,3.121,31.659,275.71,199.0061,0.001,349,0.001,0.001,0.001,0.001
7712,10.679,24.578,216.34,299.1997,349,0.001,0.001,0.001,0.001,0.001
7713,15.196,30.353,256.28,451.4137,349,0.001,0.001,0.001,0.001,0.001
7714,11.482,26.64,229.39,402.2324,348,0.001,0.001,0.001,0.001,0.001
7715,4.636,36.006,294.71,789.3529,348,0.001,0.001,0.001,0.001,0.001
7716,14.894,33.48,277.8,580.501,0.001,348,0.001,0.001,0.001,0.001
7717,14.622,35.472,292.46,589.4462,348,0.001,0.001,0.001,0.001,0.001
7718,12.334,30.751,259.06,463.3421,348,0.001,0.001,0.001,0.001,0.001
7719,1.537,21.952,196.19,309.0178,0.001,0.001,348,0.001,0.001,0.001
7720,7.27,21.068,371.21,302.6593,0.001,0.001,348,0.001,0.001,0.001
7721,3.07,17.592,167.47,189.0018,0.001,348,0.001,0.001,0.001,0.001
7722,8.646,31.416,262.47,582.2934,0.001,127,221,0.001,0.001,0.001
7723,4.911,24.651,214.94,378.102,347,0.001,0.001,0.001,0.001,0.001
7724,15.104,40.615,327.99,897.5138,347,0.001,0.001,0.001,0.001,0.001
7725,3.969,27.408,237.12,319.1176,0.001,347,0.001,0.001,0.001,0.001
7726,14.828,34.264,336.37,59.0138,0.001,347,0.001,0.001,0.001,0.001
7727,13.161,39.366,319.38,802.558,0.001,178,169,0.001,0.001,0.001
7728,15.332,41.04,331.21,880.5697,347,0.001,0.001,0.001,0.001,0.001
7729,11.609,26.76,231.58,343.2263,347,0.001,0.001,0.001,0.001,0.001
7730,2.364,30.849,257.83,629.2791,347,0.001,0.001,0.001,0.001,0.001
7731,8.293,40.284,325.29,950.4843,0.001,0.001,347,0.001,0.001,0.001
7732,6.524,29.152,246.92,478.1962,347,0.001,0.001,0.001,0.001,0.001
7733,4.948,23.624,208.12,336.1388,347,0.001,0.001,0.001,0.001,0.001
7734,16.104,39.422,319.53,843.5378,0.001,347,0.001,0.001,0.001,0.001
7735,2.266,25.789,220.04,679.7802,0.001,347,0.001,0.001,0.001,0.001
7736,15.582,34.09,282.5,564.5081,0.001,347,0.001,0.001,0.001,0.001
7737,9.675,27.208,233.62,403.2285,347,0.001,0.001,0.001,0.001,0.001
7738,11.58,36.461,298.58,716.457,171,176,0.001,0.001,0.001,0.001
7739,12.755,28.848,245.49,425.3256,346,0.001,0.001,0.001,0.001,0.001
7740,2.871,24.076,212.05,316.039,346,0.001,0.001,0.001,0.001,0.001
7741,11.904,26.916,232.22,365.2691,0.001,346,0.001,0.001,0.001,0.001
7742,5.332,23.623,208.09,337.1382,346,0.001,0.001,0.001,0.001,0.001
7743,7.111,29.589,249.41,537.2503,0.001,0.001,346,0.001,0.001,0.001
7744,4.184,24.395,214.16,327.0682,346,0.001,0.001,0.001,0.001,0.001
7745,14.579,32.972,274.66,527.4094,345,0.001,0.001,0.001,0.001,0.001
7746,10.015,26.203,226.03,407.2393,345,0.001,0.001,0.001,0.001,0.001
7747,4.942,23.56,208.26,312.0448,0.001,0.001,345,0.001,0.001,0.001
7748,2.14,14.895,150.27,135.0073,0.001,345,0.001,0.001,0.001,0.001
7749,13.469,42.436,341.08,953.5687,345,0.001,0.001,0.001,0.001,0.001
7750,0.914,19.021,175.94,243.9911,0.001,345,0.001,0.001,0.001,0.001
7751,6.174,25.204,220.05,335.22,0.001,345,0.001,0.001,0.001,0.001
7752,15.124,26.559,229.03,389.3401,0.001,345,0.001,0.001,0.001,0.001
7753,6.387,22.381,200.12,285.0759,345,0.001,0.001,0.001,0.001,0.001
7754,14.589,32.439,270.74,524.4383,344,0.001,0.001,0.001,0.001,0.001
7755,9.527,25.068,218.74,347.2198,344,0.001,0.001,0.001,0.001,0.001
7756,15.953,38.119,310.36,776.5228,344,0.001,0.001,0.001,0.001,0.001
7757,9.931,32.097,267.08,627.3744,0.001,0.001,344,0.001,0.001,0.001
7758,12.408,29.337,249.53,405.2991,344,0.001,0.001,0.001,0.001,0.001
7759,11.828,31.496,263.6,535.3998,344,0.001,0.001,0.001,0.001,0.001
7760,16.434,35.772,294.04,652.492,184,160,0.001,0.001,0.001,0.001
7761,3.691,32.951,273.22,647.3472,171,0.001,173,0.001,0.001,0.001
7762,11.145,30.524,256.55,521.2569,344,0.001,0.001,0.001,0.001,0.001
7763,7.268,24.059,211.19,345.1509,0.001,344,0.001,0.001,0.001,0.001
7764,12.039,26.496,228.6,387.2498,344,0.001,0.001,0.001,0.001,0.001
7765,12.376,30.028,253.92,447.3839,344,0.001,0.001,0.001,0.001,0.001
7766,8.084,23.718,210.2,287.1256,0.001,0.001,344,0.001,0.001,0.001
7767,1.633,13.388,136.24,162.8381,0.001,344,0.001,0.001,0.001,0.001
7768,6.196,27.488,234.88,453.2513,0.001,0.001,344,0.001,0.001,0.001
7769,8.225,23.149,205.76,291.1938,344,0.001,0.001,0.001,0.001,0.001
7770,8.296,41.116,331.18,995.4892,0.001,344,0.001,0.001,0.001,0.001
7771,10.818,30.317,254.61,555.2996,0.001,0.001,343,0.001,0.001,0.001
7772,6.198,30.445,255.44,566.266,0.001,0.001,343,0.001,0.001,0.001
7773,8.581,21.575,196.6,219.1369,0.001,0.001,343,0.001,0.001,0.001
7774,6.389,22.207,197.39,338.9348,0.001,343,0.001,0.001,0.001,0.001
7775,13.301,23.14,206.02,281.0094,0.001,343,0.001,0.001,0.001,0.001
7776,11.698,25.674,223.2,351.2512,343,0.001,0.001,0.001,0.001,0.001
7777,14.706,20.792,189.55,242.1745,343,0.001,0.001,0.001,0.001,0.001
7778,2.822,23.571,206.64,389.0893,0.001,343,0.001,0.001,0.001,0.001
7779,14.014,28.855,244.97,460.2813,0.001,343,0.001,0.001,0.001,0.001
7780,9.063,28.062,239.94,407.242,0.001,343,0.001,0.001,0.001,0.001
7781,1.762,18.23,179.28,116.0498,197,146,0.001,0.001,0.001,0.001
7782,12.662,27.811,237.46,442.2638,343,0.001,0.001,0.001,0.001,0.001
7783,12.584,33.134,275.71,539.3722,343,0.001,0.001,0.001,0.001,0.001
7784,10.799,19.71,180.15,275.0553,0.001,343,0.001,0.001,0.001,0.001
7785,5.644,40.559,327.22,966.463,342,0.001,0.001,0.001,0.001,0.001
7786,4.066,32.679,280.29,245.0476,342,0.001,0.001,0.001,0.001,0.001
7787,2.735,29.63,249.41,565.1528,0.001,342,0.001,0.001,0.001,0.001
7788,13.435,34.009,281.84,569.4199,342,0.001,0.001,0.001,0.001,0.001
7789,13.701,32.626,271.54,573.4512,0.001,342,0.001,0.001,0.001,0.001
7790,9.878,27.928,238.1,457.2371,342,0.001,0.001,0.001,0.001,0.001
7791,13.419,25.524,222.12,349.2332,0.001,0.001,342,0.001,0.001,0.001
7792,1.127,25.099,218.42,372.0753,0.001,342,0.001,0.001,0.001,0.001
7793,12.835,30.1,254.22,462.3305,342,0.001,0.001,0.001,0.001,0.001
7794,6.779,23.636,208.48,325.199,342,0.001,0.001,0.001,0.001,0.001
7795,7.076,24.446,215.15,305.1646,0.001,342,0.001,0.001,0.001,0.001
7796,13.22,33.003,274.92,525.4141,341,0.001,0.001,0.001,0.001,0.001
7797,8.331,23.721,209.18,323.1607,0.001,0.001,341,0.001,0.001,0.001
7798,15.366,28.523,285.89,59.0145,217,0.001,124,0.001,0.001,0.001
7799,7.791,23.75,209.4,323.183,341,0.001,0.001,0.001,0.001,0.001
7800,1.962,16.669,170.85,92.0503,0.001,341,0.001,0.001,0.001,0.001
7801,8.254,24.318,213.79,319.1891,0.001,341,0.001,0.001,0.001,0.001
7802,0.491,17.41,167.38,168.0766,0.001,341,0.001,0.001,0.001,0.001
7803,8.826,28.7,243.15,508.2374,341,0.001,0.001,0.001,0.001,0.001
7804,14.358,34.758,287.08,597.2581,341,0.001,0.001,0.001,0.001,0.001
7805,13.665,31.955,267.29,513.4113,341,0.001,0.001,0.001,0.001,0.001
7806,1.006,20.907,189.85,257.0761,340,0.001,0.001,0.001,0.001,0.001
7807,2.285,22.282,200.38,256.0586,0.001,340,0.001,0.001,0.001,0.001
7808,12.951,26.674,225.92,794.9492,0.001,0.001,340,0.001,0.001,0.001
7809,10.836,27.263,233.55,431.2218,340,0.001,0.001,0.001,0.001,0.001
7810,12.288,30.828,258.37,558.2678,0.001,340,0.001,0.001,0.001,0.001
7811,6.045,24.418,212.95,391.1185,0.001,340,0.001,0.001,0.001,0.001
7812,13.218,32.652,272.31,525.4133,340,0.001,0.001,0.001,0.001,0.001
7813,14.659,27.897,238.21,435.3454,0.001,340,0.001,0.001,0.001,0.001
7814,9.265,22.047,207.3,134.0368,0.001,0.001,340,0.001,0.001,0.001
7815,13.788,31.322,263.28,465.3581,339,0.001,0.001,0.001,0.001,0.001
7816,4.653,21.003,190.51,259.0265,339,0.001,0.001,0.001,0.001,0.001
7817,16.155,38.584,313.79,776.5232,339,0.001,0.001,0.001,0.001,0.001
7818,7.66,28.956,244.84,525.2683,0.001,339,0.001,0.001,0.001,0.001
7819,11.563,32.155,268.54,531.277,0.001,339,0.001,0.001,0.001,0.001
7820,6.551,22.264,198.36,316.1047,0.001,0.001,339,0.001,0.001,0.001
7821,9.191,32.674,271.17,647.3408,0.001,0.001,339,0.001,0.001,0.001
7822,16.167,37.19,303.94,719.5173,0.001,339,0.001,0.001,0.001,0.001
7823,4.096,20.082,187.17,183.1378,0.001,338,0.001,0.001,0.001,0.001
7824,13.264,26.356,227.97,367.2294,182,0.001,156,0.001,0.001,0.001
7825,8.244,27.773,237.78,407.2788,0.001,338,0.001,0.001,0.001,0.001
7826,4.084,22.243,198.43,307.0832,0.001,338,0.001,0.001,0.001,0.001
7827,0.535,22.685,200.72,351.1093,338,0.001,0.001,0.001,0.001,0.001
7828,9.684,30.471,255.63,566.3321,0.001,0.001,338,0.001,0.001,0.001
7829,7.481,21.112,190.57,282.6272,0.001,0.001,338,0.001,0.001,0.001
7830,9.477,28.509,242.26,469.2381,337,0.001,0.001,0.001,0.001,0.001
7831,8.002,25.408,221.11,355.157,337,0.001,0.001,0.001,0.001,0.001
7832,13.347,30.05,253.96,455.3145,0.001,337,0.001,0.001,0.001,0.001
7833,6.057,25.88,223.21,431.135,0.001,337,0.001,0.001,0.001,0.001
7834,2.214,26.276,223.52,698.2634,0.001,0.001,337,0.001,0.001,0.001
7835,8.071,30.314,254.82,535.3117,0.001,0.001,337,0.001,0.001,0.001
7836,14.046,29.963,252.43,517.2556,337,0.001,0.001,0.001,0.001,0.001
7837,5.499,19.352,184.42,147.0808,336,0.001,0.001,0.001,0.001,0.001
7838,7.298,34.521,284.16,730.3302,0.001,336,0.001,0.001,0.001,0.001
7839,8.297,25.02,217.94,367.2098,336,0.001,0.001,0.001,0.001,0.001
7840,9.862,19.754,180.42,277.0485,0.001,0.001,336,0.001,0.001,0.001
7841,10.442,26.567,228.77,406.2244,336,0.001,0.001,0.001,0.001,0.001
7842,7.96,23.19,206.07,291.1947,336,0.001,0.001,0.001,0.001,0.001
7843,1.475,24.187,210.81,414.9765,0.001,0.001,336,0.001,0.001,0.001
7844,15.353,29.039,246.48,451.4137,336,0.001,0.001,0.001,0.001,0.001
7845,10.375,29.278,247.81,481.3523,336,0.001,0.001,0.001,0.001,0.001
7846,11.394,28.044,239.28,437.1455,0.001,336,0.001,0.001,0.001,0.001
7847,15.551,34.06,281.57,631.4824,0.001,336,0.001,0.001,0.001,0.001
7848,13.873,19.014,174.52,287.0347,336,0.001,0.001,0.001,0.001,0.001
7849,14.055,25.512,222.43,333.2692,0.001,0.001,335,0.001,0.001,0.001
7850,8.921,23.685,209.01,319.1886,0.001,0.001,335,0.001,0.001,0.001
7851,14.961,28.389,241.34,470.3153,335,0.001,0.001,0.001,0.001,0.001
7852,14.201,36.202,296.52,735.4022,0.001,335,0.001,0.001,0.001,0.001
7853,14.749,31.822,267.04,463.2888,335,0.001,0.001,0.001,0.001,0.001
7854,15.32,38.136,310.56,766.5034,335,0.001,0.001,0.001,0.001,0.001
7855,3.319,17.067,159.98,277.8445,335,0.001,0.001,0.001,0.001,0.001
7856,8.806,29.805,250.73,562.3172,0.001,335,0.001,0.001,0.001,0.001
7857,3.803,24.31,213.52,327.1967,335,0.001,0.001,0.001,0.001,0.001
7858,13.497,29.134,486.38,500.6693,0.001,0.001,335,0.001,0.001,0.001
7859,6.386,26.392,227.76,390.239,0.001,335,0.001,0.001,0.001,0.001
7860,5.909,26.638,228.34,467.1914,0.001,0.001,335,0.001,0.001,0.001
7861,13.888,31.578,270.07,281.2472,0.001,185,150,0.001,0.001,0.001
7862,7.393,18.298,170.9,231.0496,0.001,334,0.001,0.001,0.001,0.001
7863,14.211,34.837,286.79,691.3767,0.001,334,0.001,0.001,0.001,0.001
7864,1.254,17.661,168.48,181.0489,0.001,334,0.001,0.001,0.001,0.001
7865,4.617,33.433,276.77,649.3649,0.001,334,0.001,0.001,0.001,0.001
7866,1.115,18.154,172.06,185.0809,0.001,0.001,334,0.001,0.001,0.001
7867,4.957,16.825,160.33,213.0852,0.001,0.001,334,0.001,0.001,0.001
7868,7.774,30.388,255.18,551.3056,0.001,0.001,334,0.001,0.001,0.001
7869,14.241,29.633,250.98,447.3468,334,0.001,0.001,0.001,0.001,0.001
7870,6.939,23.588,214.76,179.0334,0.001,333,0.001,0.001,0.001,0.001
7871,1.72,19.282,182.85,158.0595,0.001,333,0.001,0.001,0.001,0.001
7872,9.428,18.215,170.26,231.0483,333,0.001,0.001,0.001,0.001,0.001
7873,2.505,20.02,183.89,236.0915,333,0.001,0.001,0.001,0.001,0.001
7874,14.919,27.917,238.62,420.3567,333,0.001,0.001,0.001,0.001,0.001
7875,7.203,24.648,215.92,333.2052,333,0.001,0.001,0.001,0.001,0.001
7876,2.102,27.605,235.57,465.162,0.001,333,0.001,0.001,0.001,0.001
7877,0.523,20.239,184.3,271.0036,0.001,333,0.001,0.001,0.001,0.001
7878,8.35,18.371,170.69,251.9987,117,0.001,215,0.001,0.001,0.001
7879,7.188,31.736,264.34,635.2511,0.001,0.001,332,0.001,0.001,0.001
7880,8.886,19.191,176.85,254.6209,0.001,0.001,332,0.001,0.001,0.001
7881,3.077,19.845,182.93,227.1255,0.001,332,0.001,0.001,0.001,0.001
7882,8.927,25.837,223.74,383.2424,332,0.001,0.001,0.001,0.001,0.001
7883,9.946,23.344,207,299.1388,0.001,0.001,332,0.001,0.001,0.001
7884,0.562,19.885,183.07,231.0496,0.001,0.001,332,0.001,0.001,0.001
7885,5.625,21.445,193.67,265.1068,0.001,332,0.001,0.001,0.001,0.001
7886,3.171,21.145,369.9,430.6909,0.001,332,0.001,0.001,0.001,0.001
7887,13.306,35.417,291.24,671.4907,332,0.001,0.001,0.001,0.001,0.001
7888,6.842,26.448,225.2,636.9851,0.001,0.001,332,0.001,0.001,0.001
7889,7.817,23.944,210.76,327.2152,159,0.001,172,0.001,0.001,0.001
7890,8.806,29.378,247.56,563.3137,0.001,331,0.001,0.001,0.001,0.001
7891,12.385,28.573,243.27,435.3101,155,176,0.001,0.001,0.001,0.001
7892,7.438,30.967,259.06,590.2629,0.001,0.001,331,0.001,0.001,0.001
7893,11.392,29.979,252.5,521.2533,331,0.001,0.001,0.001,0.001,0.001
7894,3.804,16.497,157.64,216.9314,0.001,331,0.001,0.001,0.001,0.001
7895,11.729,28.451,241.74,475.2516,331,0.001,0.001,0.001,0.001,0.001
7896,3.815,23.586,207.26,362.1258,0.001,331,0.001,0.001,0.001,0.001
7897,9.351,24.317,213.54,328.2469,0.001,331,0.001,0.001,0.001,0.001
7898,6.984,32.413,269.47,621.2676,0.001,331,0.001,0.001,0.001,0.001
7899,7.752,27.234,233.26,435.2008,0.001,331,0.001,0.001,0.001,0.001
7900,11.057,27.231,233.06,446.2566,331,0.001,0.001,0.001,0.001,0.001
7901,13.264,24.668,216.16,329.238,0.001,331,0.001,0.001,0.001,0.001
7902,2.773,21.471,192.98,293.0309,0.001,0.001,331,0.001,0.001,0.001
7903,15.464,39.409,319.64,810.6021,0.001,330,0.001,0.001,0.001,0.001
7904,8.194,21.581,194.7,265.1793,0.001,0.001,330,0.001,0.001,0.001
7905,9.1,28.987,245.43,497.2703,0.001,0.001,330,0.001,0.001,0.001
7906,13.371,29.971,253.16,468.3176,330,0.001,0.001,0.001,0.001,0.001
7907,14.147,34.243,282.93,630.3783,0.001,330,0.001,0.001,0.001,0.001
7908,15.094,25.73,223.67,349.3097,330,0.001,0.001,0.001,0.001,0.001
7909,3.411,24.344,216.86,239.001,330,0.001,0.001,0.001,0.001,0.001
7910,3.213,26.442,227.48,427.1956,330,0.001,0.001,0.001,0.001,0.001
7911,8.681,28.814,244.38,479.2447,329,0.001,0.001,0.001,0.001,0.001
7912,6.493,23.587,207.53,350.0256,329,0.001,0.001,0.001,0.001,0.001
7913,12.887,30.351,255.07,537.3238,329,0.001,0.001,0.001,0.001,0.001
7914,7.473,26.389,228.17,369.0145,329,0.001,0.001,0.001,0.001,0.001
7915,15.179,38.342,311.96,784.5146,329,0.001,0.001,0.001,0.001,0.001
7916,8.33,23.263,205.67,325.1657,0.001,0.001,329,0.001,0.001,0.001
7917,15.321,35.384,290.84,690.5074,0.001,0.001,329,0.001,0.001,0.001
7918,11.138,27.887,238.14,435.2742,329,0.001,0.001,0.001,0.001,0.001
7919,0.54,20.259,184.71,263.0203,0.001,329,0.001,0.001,0.001,0.001
7920,12.2,31.633,264.84,517.3887,329,0.001,0.001,0.001,0.001,0.001
7921,16.276,41.854,337.04,908.6013,329,0.001,0.001,0.001,0.001,0.001
7922,11.482,18.778,178.15,167.106,328,0.001,0.001,0.001,0.001,0.001
7923,15.189,28.231,241.25,405.3371,328,0.001,0.001,0.001,0.001,0.001
7924,11.818,25.792,222.97,406.2236,0.001,328,0.001,0.001,0.001,0.001
7925,16.004,35.643,292.96,665.5028,328,0.001,0.001,0.001,0.001,0.001
7926,1.299,19.996,181.73,295.9356,0.001,328,0.001,0.001,0.001,0.001
7927,15.082,28.141,239.97,439.3688,328,0.001,0.001,0.001,0.001,0.001
7928,2.184,23.53,207.42,336.0642,0.001,328,0.001,0.001,0.001,0.001
7929,6.067,29.172,246.44,526.2464,0.001,0.001,328,0.001,0.001,0.001
7930,7.114,21.761,196.36,257.1742,328,0.001,0.001,0.001,0.001,0.001
7931,12.613,24.511,215.01,328.1842,0.001,0.001,328,0.001,0.001,0.001
7932,6.247,19.406,180.83,201.1481,0.001,0.001,328,0.001,0.001,0.001
7933,7.861,20.178,186.46,207.1365,0.001,0.001,328,0.001,0.001,0.001
7934,11.53,25.594,222.6,351.2525,328,0.001,0.001,0.001,0.001,0.001
7935,10.313,24.774,216.57,345.2637,0.001,0.001,328,0.001,0.001,0.001
7936,12.959,32.408,270.16,552.3296,0.001,327,0.001,0.001,0.001,0.001
7937,5.159,37.639,306.31,861.4053,0.001,327,0.001,0.001,0.001,0.001
7938,2.019,24.426,210.3,629.2206,0.001,327,0.001,0.001,0.001,0.001
7939,9.023,24.418,214.08,337.1998,0.001,327,0.001,0.001,0.001,0.001
7940,12.2,32.24,268.88,555.318,0.001,327,0.001,0.001,0.001,0.001
7941,12.034,28.68,244.89,391.2841,327,0.001,0.001,0.001,0.001,0.001
7942,2.306,22.017,197.52,280.0753,0.001,327,0.001,0.001,0.001,0.001
7943,11.398,19.764,180.52,276.0517,327,0.001,0.001,0.001,0.001,0.001
7944,13.843,24.169,213.12,303.231,175,152,0.001,0.001,0.001,0.001
7945,5.627,21.801,196.24,269.1731,327,0.001,0.001,0.001,0.001,0.001
7946,11.41,35.033,288.43,669.2756,327,0.001,0.001,0.001,0.001,0.001
7947,7.386,22.154,198.46,283.1902,0.001,326,0.001,0.001,0.001,0.001
7948,8.167,24.371,213.08,366.0727,326,0.001,0.001,0.001,0.001,0.001
7949,11.854,29.941,252.28,516.2733,0.001,326,0.001,0.001,0.001,0.001
7950,3.915,36.873,300.98,807.2191,0.001,0.001,326,0.001,0.001,0.001
7951,11.144,33.329,276.47,599.4486,326,0.001,0.001,0.001,0.001,0.001
7952,13.409,34.963,288.44,612.4913,326,0.001,0.001,0.001,0.001,0.001
7953,8.435,27.348,233.94,446.2187,326,0.001,0.001,0.001,0.001,0.001
7954,9.943,33.965,280.81,637.3436,0.001,0.001,326,0.001,0.001,0.001
7955,10.87,26.82,230.87,395.2781,0.001,171,155,0.001,0.001,0.001
7956,5.413,39.098,316.62,940.4544,326,0.001,0.001,0.001,0.001,0.001
7957,12.966,32.26,269.05,553.4103,325,0.001,0.001,0.001,0.001,0.001
7958,5.654,27.881,235.75,644.3158,0.001,0.001,325,0.001,0.001,0.001
7959,10.802,27.927,238.93,407.278,325,0.001,0.001,0.001,0.001,0.001
7960,8.191,32.34,268.76,641.3543,0.001,0.001,325,0.001,0.001,0.001
7961,4.396,27.379,235.06,395.1887,325,0.001,0.001,0.001,0.001,0.001
7962,11.369,12.956,129.44,248.9881,0.001,325,0.001,0.001,0.001,0.001
7963,11.781,20.726,189.97,221.153,325,0.001,0.001,0.001,0.001,0.001
7964,12.03,33.531,278.08,589.3111,0.001,325,0.001,0.001,0.001,0.001
7965,12.838,32.107,268.76,489.3593,0.001,325,0.001,0.001,0.001,0.001
7966,14.89,27.973,238.85,431.3508,325,0.001,0.001,0.001,0.001,0.001
7967,5.84,24.309,213.56,325.2007,325,0.001,0.001,0.001,0.001,0.001
7968,14.119,34.861,287.87,594.8106,325,0.001,0.001,0.001,0.001,0.001
7969,5.631,37.877,308.2,835.4502,325,0.001,0.001,0.001,0.001,0.001
7970,11.981,31.96,267.07,533.3836,325,0.001,0.001,0.001,0.001,0.001
7971,3.383,24.588,218.05,253.9883,325,0.001,0.001,0.001,0.001,0.001
7972,9.786,20.22,186.9,205.1216,0.001,325,0.001,0.001,0.001,0.001
7973,13.943,30.11,254.27,463.3788,324,0.001,0.001,0.001,0.001,0.001
7974,1.173,35.934,294.62,725.255,324,0.001,0.001,0.001,0.001,0.001
7975,10.466,28.937,245.67,454.323,324,0.001,0.001,0.001,0.001,0.001
7976,16.181,36.54,299.33,696.4585,324,0.001,0.001,0.001,0.001,0.001
