Classification Type,CCS,RT,m/z,ID,Average Abundance,Detection Frequency (%),GroupID,Repeating Unit,KMD (CF2)
unmatched,209.73,13.586,778.9552,55148.0,100.0,100.0,56,CF2,-0.004900512652739053
unmatched,185.45,12.349,628.964,30677.0,100.0,100.0,56,CF2,-0.0041304635236656395
unmatched,204.85,15.2,781.9567,60056.0,100.0,100.0,57,CF2,-0.006592020570906243
unmatched,177.14,13.065,631.9658666666667,37845.0,100.0,100.0,57,CF2,-0.006188661503301773
unmatched,177.65,15.618,631.9728,88648.0,100.0,100.0,57,CF2,-0.01312243721156392
unmatched,171.08,11.825,581.9678,15906.0,100.0,100.0,57,CF2,-0.004931914656140179
unmatched,226.54,13.913,831.9523,40416.0,100.0,100.0,57,CF2,-0.005381943367979147
unmatched,206.52142857142857,14.092857142857142,781.9549428571429,33637.0,100.0,100.0,57,CF2,-0.00483476560100371
unmatched,207.74,13.214,731.9579,20010.0,100.0,100.0,57,CF2,-0.004601893600806761
unmatched,165.69,11.221,531.9709,54352.0,100.0,100.0,57,CF2,-0.004841908913817861
unmatched,188.12,13.036,681.9658,67830.0,100.0,100.0,57,CF2,-0.009312194117910622
unmatched,202.54,12.651,590.9877,61411.0,100.0,100.0,58,CF2,-0.02540742099347426
unmatched,211.03,13.152,640.9849,17932.0,100.0,100.0,58,CF2,-0.025797445877060454
unmatched,193.15,12.073,540.9939,45034.0,100.0,100.0,58,CF2,-0.02841761304375723
tentative,207.03,13.84,792.9423,78397.0,100.0,100.0,59,CF2,0.0071070534299906285
tentative,210.4325,13.8205,792.9531999999999,9347.0,100.0,100.0,59,CF2,-0.003793642034338518
tentative,167.41,11.656,542.9663,49533.0,100.0,100.0,59,CF2,-0.000943460192843304
tentative,162.25,11.505,542.9703,92284.0,100.0,100.0,59,CF2,-0.004943715409012839
tentative,238.76,14.724,942.9381,83643.0,100.0,100.0,59,CF2,0.0017367108022199318
tentative,214.83,12.804,842.9416,80147.0,100.0,100.0,59,CF2,0.004616894557898377
tentative,197.46,14.167,842.9424,72309.0,100.0,100.0,59,CF2,0.0038168435145280455
tentative,220.615,14.1585,842.94745,82805.0,100.0,100.0,59,CF2,-0.0012334786960082056
tentative,214.82,14.162,842.9513,30549.0,100.0,100.0,59,CF2,-0.005083724341602647
tentative,203.66000000000005,13.434,742.956375,34418.0,100.0,100.0,59,CF2,-0.0037786410772469026
tentative,180.47,12.64,642.9611,45669.0,100.0,100.0,59,CF2,-0.0021235354815871688
tentative,169.68,12.1445,592.9645,34808.0,100.0,100.0,59,CF2,-0.0023335488804150373
tentative,175.965,12.2275,592.96455,48673.0,100.0,100.0,59,CF2,-0.0023835520706825264
tentative,221.63,14.441,892.946,49049.0,100.0,100.0,59,CF2,-0.002973589715111302
tentative,230.555,14.4345,892.94775,17549.0,100.0,100.0,59,CF2,-0.0047237013721996846
tentative,205.58,14.448,892.9485,43562.0,100.0,100.0,59,CF2,-0.00547374922518884
tentative,195.16333333333333,13.061333333333332,692.9597666666667,23980.0,100.0,100.0,59,CF2,-0.003980320611162824
tentative,189.03,13.074,692.96,75003.0,100.0,100.0,59,CF2,-0.004213668832107942
tentative,222.965,10.976,692.96105,94088.0,100.0,100.0,59,CF2,-0.005263735826360971
tentative,222.19,9.546,692.9617,63320.0,100.0,100.0,59,CF2,-0.005913777298928835
tentative,181.04,12.063,592.9628,31692.0,100.0,100.0,59,CF2,-0.0006334404134804572
tentative,186.94,12.66875,642.96285,12785.0,100.0,100.0,59,CF2,-0.003873647138675551
tentative,175.65,12.576,642.9631,50360.0,100.0,100.0,59,CF2,-0.004123663089785623
unmatched,194.28,11.211,596.9427,31041.0,100.0,100.0,60,CF2,0.01921262576559002
unmatched,175.13,12.251,596.947,34647.0,100.0,100.0,60,CF2,0.014912351408042923
unmatched,202.93,11.878,646.9411,5532.0,100.0,100.0,60,CF2,0.017622524317062016
unmatched,237.01,14.454,746.9411,68305.0,100.0,100.0,60,CF2,0.01124211724709312
unmatched,211.7,12.449,696.9447,78776.0,100.0,100.0,60,CF2,0.010832091087422668
unmatched,185.41,10.423,546.9473,28105.0,100.0,100.0,60,CF2,0.017802535801706654
unmatched,166.73,11.859,546.9475,74422.0,100.0,100.0,60,CF2,0.017602523040977758
unmatched,208.62,12.044,712.9613,94451.0,100.0,100.0,61,CF2,-0.006789833191419348
unmatched,194.355,13.074749999999998,712.963825,65207.0,100.0,100.0,61,CF2,-0.009314994296687473
unmatched,191.65,15.946,712.9645,66516.0,100.0,100.0,61,CF2,-0.009990037364445925
unmatched,191.21,14.95,712.9708,95611.0,100.0,100.0,61,CF2,-0.01629043933007779
unmatched,233.35,14.7365,962.94765,31062.0,100.0,100.0,61,CF2,-0.009089979940654302
unmatched,209.0133333333333,13.838,812.9567333333333,62122.0,100.0,100.0,61,CF2,-0.008603282222679809
unmatched,174.4375,12.1245,612.97055,14520.0,100.0,100.0,61,CF2,-0.00966001630899882
unmatched,181.87,12.15375,612.971625,11097.0,100.0,100.0,61,CF2,-0.010735084898442437
unmatched,182.97,14.864,662.9625,50906.0,100.0,100.0,61,CF2,-0.004799706221206179
unmatched,182.33,13.363,662.9661,92662.0,100.0,100.0,61,CF2,-0.008399935915917922
unmatched,182.735,12.641,662.96625,18615.0,100.0,100.0,61,CF2,-0.008549945486493016
unmatched,182.7,15.329666666666668,662.9668666666668,52857.0,100.0,100.0,61,CF2,-0.009166651499185718
unmatched,190.21,12.721,662.9679,5021.0,100.0,100.0,61,CF2,-0.010200050763273794
unmatched,182.23,12.706,662.9752,80434.0,100.0,100.0,61,CF2,-0.017500516532891197
unmatched,63.38,11.869,562.9686,93971.0,100.0,100.0,61,CF2,-0.00451968835614025
unmatched,117.81,11.89,562.9691,89640.0,100.0,100.0,61,CF2,-0.00501972025813302
unmatched,165.75,11.487,562.971,74149.0,100.0,100.0,61,CF2,-0.006919841485910183
unmatched,176.72,11.483,562.9725,84304.0,100.0,100.0,61,CF2,-0.00841993719200218
unmatched,171.42,11.498,562.9749,74092.0,100.0,100.0,61,CF2,-0.010820090321772113
unmatched,210.96,11.854,562.9752,92151.0,100.0,100.0,61,CF2,-0.0111201094629223
unmatched,215.47,11.863,562.9768,83705.0,100.0,100.0,61,CF2,-0.012720211549549276
unmatched,240.17,14.961,1012.9457,87734.0,100.0,100.0,61,CF2,-0.010330059057764629
unmatched,218.24,14.273333333333332,862.9544,70761.0,100.0,100.0,61,CF2,-0.009460003548156237
unmatched,200.85333333333327,13.454,762.9608333333332,87761.0,100.0,100.0,61,CF2,-0.00951334028434303
unmatched,219.465,12.332,762.962,81907.0,100.0,100.0,61,CF2,-0.010680081389182305
unmatched,226.285,14.488499999999998,912.95125,3153.0,100.0,100.0,61,CF2,-0.009500006100324754
External Standard,188.12,10.31,598.9333,0.0,0.0,0.0,62,CF2,0.02848561738233002
tentative,193.72,10.417,598.9378,65939.0,100.0,100.0,62,CF2,0.023985330264054028
unmatched,202.45,11.209,648.9346,70892.0,100.0,100.0,62,CF2,0.023995330902039314
unmatched,228.04,12.946,798.9266,24167.0,100.0,100.0,62,CF2,0.022425230729709256
unmatched,236.62,14.441,748.9342,77204.0,100.0,100.0,62,CF2,0.018014949353755583
unmatched,211.05,11.879,698.9308,8189.0,100.0,100.0,62,CF2,0.024605369822552348
unmatched,191.55,12.81,700.9648,6610.0,100.0,100.0,63,CF2,-0.009524407657181655
unmatched,210.5,13.9675,850.9563499999999,3965.0,100.0,100.0,63,CF2,-0.010644479117672745
unmatched,219.63,13.916,850.9562,10496.0,100.0,100.0,63,CF2,-0.010494469547097651
unmatched,184.09,12.3645,650.9674,77231.0,100.0,100.0,63,CF2,-0.008934370012866566
unmatched,176.83,11.834,600.9699,28550.0,100.0,100.0,63,CF2,-0.008244325988016499
unmatched,217.315,14.2715,900.9528,4367.0,100.0,100.0,63,CF2,-0.01028445614838347
unmatched,202.06,13.215,750.9613,9734.0,100.0,100.0,63,CF2,-0.009214387878046182
unmatched,204.205,13.6345,800.9596,4233.0,100.0,100.0,63,CF2,-0.010704482946039207
unmatched,211.09,13.583,800.9566,9321.0,100.0,100.0,63,CF2,-0.007704291533741525
unmatched,236.16,14.511,950.9473,20214.0,100.0,100.0,63,CF2,-0.007974308760935855
unmatched,228.185,14.2375,900.9518,68638.0,100.0,100.0,63,CF2,-0.009284392344284242
unmatched,197.36,13.216,750.9602,4606.0,100.0,100.0,63,CF2,-0.008114317693411977
unmatched,224.6,14.571,950.9458,71425.0,100.0,100.0,63,CF2,-0.006474213054730171
unmatched,231.07,14.803,1000.9457,27752.0,100.0,100.0,63,CF2,-0.009564410209350171
unmatched,213.16,12.062,622.9921,91673.0,100.0,100.0,64,CF2,-0.03184943199380541
unmatched,230.33,13.153,722.9904,59896.0,100.0,100.0,64,CF2,-0.03652973059683973
unmatched,200.59,13.407,772.9898,94458.0,100.0,100.0,64,CF2,-0.03911989584935327
unmatched,188.15,12.53,672.9898,86539.0,100.0,100.0,64,CF2,-0.032739488779384374
unmatched,194.9,12.694,674.9502,59970.0,100.0,100.0,65,CF2,0.006735429720379216
unmatched,199.08,11.803,624.9511,74896.0,100.0,100.0,65,CF2,0.009025575831742572
unmatched,197.51,13.139,724.9414,67055.0,100.0,100.0,65,CF2,0.012345787661161012
unmatched,189.71,15.204,680.942,38872.0,100.0,100.0,66,CF2,0.01455312848952417
unmatched,186.09,13.946,680.9433,93139.0,100.0,100.0,66,CF2,0.013253045544274755
unmatched,215.06,12.954,730.9345,73105.0,100.0,100.0,66,CF2,0.018863403485170238
unmatched,183.39,15.652,630.9441,30327.0,100.0,100.0,66,CF2,0.015643198035945716
unmatched,198.31,11.879,630.9445,8414.0,100.0,100.0,66,CF2,0.015243172514487924
unmatched,221.28,13.214,816.9345,19918.0,100.0,100.0,67,CF2,0.013376253404999261
unmatched,222.55,13.927,916.9258,50131.0,100.0,100.0,67,CF2,0.01569640143043216
unmatched,222.18,13.926,916.9355,91967.0,100.0,100.0,67,CF2,0.005995782530817451
unmatched,215.11,13.582,866.9298,29652.0,100.0,100.0,67,CF2,0.014886349749076544
tentative,200.94,11.865,666.9429,45583.0,100.0,100.0,67,CF2,0.01454632805575784
tentative,186.32,11.831,666.9432,39360.0,100.0,100.0,67,CF2,0.014246308914493966
unmatched,229.64,14.23,966.928,86685.0,100.0,100.0,67,CF2,0.010306057526463519
unmatched,207.5,12.349,716.9398,35082.0,100.0,100.0,67,CF2,0.014456322313321834
unmatched,193.03,12.349,716.9413,24528.0,100.0,100.0,67,CF2,0.012956226607343524
unmatched,200.3,12.805,766.9366,10694.0,100.0,100.0,67,CF2,0.014466322951420807
unmatched,214.58,12.805,766.9369,17275.0,100.0,100.0,67,CF2,0.014166303810156933
unmatched,207.42,13.211,816.9331,9872.0,100.0,100.0,67,CF2,0.014776342730669967
unmatched,246.17,13.923,956.9392,63655.0,100.0,100.0,68,CF2,-0.0002566163722121928
unmatched,221.69,14.44,956.941,24921.0,100.0,100.0,68,CF2,-0.0020567312194543774
unmatched,207.2,13.8515,856.9474,22023.0,100.0,100.0,68,CF2,-0.0020767324955386357
unmatched,233.5,13.211,856.9479,12485.0,100.0,100.0,68,CF2,-0.002576764397531406
unmatched,188.02,12.703,706.9586,61394.0,100.0,100.0,68,CF2,-0.003706836496235155
unmatched,214.185,11.845,706.9586999999999,75609.0,100.0,100.0,68,CF2,-0.0038068428765427598
unmatched,215.195,14.143,906.94325,84483.0,100.0,100.0,68,CF2,-0.001116671243721612
unmatched,221.04,12.348,756.9534,31214.0,100.0,100.0,68,CF2,-0.0016967082499377284
unmatched,239.46,13.583,906.9464,54202.0,100.0,100.0,68,CF2,-0.0042668722264807
unmatched,227.33,12.804,806.9524,18419.0,100.0,100.0,68,CF2,-0.003886847980879793
unmatched,201.11,13.496,806.9530500000001,34569.0,100.0,100.0,68,CF2,-0.00453688945367503
unmatched,229.39,14.717,1006.9412,52604.0,100.0,100.0,68,CF2,-0.005446947515224565
unmatched,247.91,13.613499999999998,1138.9228,5699.0,100.0,100.0,69,CF2,0.0045320891472329095
unmatched,219.375,12.1725,938.9344,3562.0,100.0,100.0,69,CF2,0.005692163160006203
unmatched,239.07,12.077,938.9349,74499.0,100.0,100.0,69,CF2,0.005192131258013433
unmatched,253.97,12.885,1038.9232,59987.0,100.0,100.0,69,CF2,0.010512470695630327
unmatched,233.675,12.972,1038.92745,1887.0,100.0,100.0,69,CF2,0.006262199528464407
unmatched,246.28,12.497,988.9299,65016.0,100.0,100.0,69,CF2,0.00700224674335459
unmatched,226.485,12.587,988.9315,2307.0,100.0,100.0,69,CF2,0.005402144656841301
unmatched,204.81,11.121,838.9413,14051.0,100.0,100.0,69,CF2,0.005172129981929174
unmatched,240.81,13.305,1088.92465,2905.0,100.0,100.0,69,CF2,0.005872174644764527
unmatched,197.84,10.549,788.9452,32451.0,100.0,100.0,69,CF2,0.004462084680994849
tentative,211.99666666666667,11.967333333333334,888.9348333333332,83165.0,100.0,100.0,69,CF2,0.008449005713259794
unmatched,191.025,9.924,738.9474,37425.0,100.0,100.0,69,CF2,0.0054521478469951035
unmatched,244.42,14.511,1104.9596,74961.0,100.0,100.0,70,CF2,-0.030100920438599132
unmatched,209.01,12.787,854.971,16690.0,100.0,100.0,70,CF2,-0.02555063013016934
unmatched,202.23,12.344,804.9733,27587.0,100.0,100.0,70,CF2,-0.024660573344590375
unmatched,195.51,11.837,754.9772,35116.0,100.0,100.0,70,CF2,-0.0253706186455247
unmatched,215.93,13.187,904.969,10554.0,100.0,100.0,70,CF2,-0.026740706057125863
unmatched,223.22,13.544,954.9648,9482.0,100.0,100.0,70,CF2,-0.025730641614927663
unmatched,237.305,14.23,1054.9573,92343.0,100.0,100.0,70,CF2,-0.024610570154436573
unmatched,230.19,13.879,1004.9637,10744.0,100.0,100.0,70,CF2,-0.027820774965448436
unmatched,201.78,13.53,774.9462,30164.0,100.0,100.0,71,CF2,0.004355277866693541
unmatched,205.7,13.889,824.9424,14480.0,100.0,100.0,71,CF2,0.004965316787206575
unmatched,230.83,13.258,1024.9278,49277.0,100.0,100.0,71,CF2,0.00680543418684465
unmatched,210.66,14.212,874.9384,14308.0,100.0,100.0,71,CF2,0.005775368468448505
unmatched,216.815,14.4945,924.93295,76566.0,100.0,100.0,71,CF2,0.008035512665742317
unmatched,222.87,14.762,974.9308,27143.0,100.0,100.0,71,CF2,0.006995446309474573
unmatched,253.96,12.92,930.9571,93821.0,100.0,100.0,72,CF2,-0.01649885262679618
unmatched,151.33,13.232,980.9524,81253.0,100.0,100.0,72,CF2,-0.014988756282718896
unmatched,211.41,15.194,830.9691,90577.0,100.0,100.0,72,CF2,-0.022119211205676947
unmatched,202.93,15.309,780.9676,89954.0,100.0,100.0,72,CF2,-0.01742891196454366
unmatched,229.18,15.59,880.9562,71074.0,100.0,100.0,72,CF2,-0.012408591668076951
unmatched,220.94,15.557,880.9652,94146.0,100.0,100.0,72,CF2,-0.021409165904742622
tentative,214.6,13.818,888.9712,65830.0,100.0,100.0,73,CF2,-0.027919981294758145
tentative,201.43,13.049,788.9772,91751.0,100.0,100.0,73,CF2,-0.027539957049270924
likely,232.34,13.293,788.9759,11725.0,100.0,100.0,73,CF2,-0.02623987410402151
unmatched,207.68,13.447,838.9756,66654.0,100.0,100.0,73,CF2,-0.02913005849768524
External Standard,233.93,13.39,788.9751,0.0,0.0,0.0,73,CF2,-0.025439823060764866
unmatched,203.63,15.646,845.9509,30981.0,100.0,100.0,74,CF2,-0.004875111032106361
unmatched,203.72333333333336,14.27777777777778,845.9516,23859.0,100.0,100.0,74,CF2,-0.005575155694941714
unmatched,196.89,13.598666666666666,795.9525,34077.0,100.0,100.0,74,CF2,-0.0032850095835783577
unmatched,197.00111111111107,14.907444444444444,795.9530777777777,43968.0,100.0,100.0,74,CF2,-0.0038628242258482715
unmatched,210.44454545454545,14.793454545454546,895.9470909,33135.0,100.0,100.0,74,CF2,-0.004255971531051728
unmatched,210.84,13.916,896.078,62273.0,100.0,100.0,75,CF2,-0.13517342406441912
unmatched,217.27,14.223,946.0806,62939.0,100.0,100.0,75,CF2,-0.14096379349007293
unmatched,224.11,14.509,996.084,76272.0,100.0,100.0,75,CF2,-0.147554213958756
unmatched,229.07,12.692,1020.938,19439.0,100.0,100.0,76,CF2,-0.003140000331995907
unmatched,242.81,13.407,1120.9329,70425.0,100.0,100.0,76,CF2,-0.004420082001161063
unmatched,235.5,13.0625,1070.93495,32194.0,100.0,100.0,76,CF2,-0.0032800092646994017
unmatched,214.99,11.853,920.9454,58414.0,100.0,100.0,76,CF2,-0.004160065412179392
unmatched,222.2,12.288,970.939,22225.0,100.0,100.0,76,CF2,-0.0009498606010538424
unmatched,156.13,12.871,931.9404,75878.0,100.0,100.0,77,CF2,0.00013840883048032993
unmatched,138.25,12.879,931.9417,88564.0,100.0,100.0,77,CF2,-0.0011616741147690846
unmatched,146.83,12.898,931.9432,72025.0,100.0,100.0,77,CF2,-0.0026617698209747687
unmatched,300.86,9.529,1031.9266,62656.0,100.0,100.0,77,CF2,0.00755888225671697
unmatched,240.52,14.87,981.9385,41309.0,100.0,100.0,77,CF2,-0.0011516734767837988
unmatched,230.13,12.877,986.9492,34794.0,100.0,100.0,78,CF2,-0.012171376533842704
unmatched,223.31,12.489,936.9521,79585.0,100.0,100.0,78,CF2,-0.011881358030677802
unmatched,237.34,14.838,1036.9468,61853.0,100.0,100.0,78,CF2,-0.012961426939000376
unmatched,260.98,13.221,1146.9807,51213.0,100.0,100.0,79,CF2,-0.05388203767415689
unmatched,231.25,11.614,946.9886,85089.0,100.0,100.0,79,CF2,-0.04902172758625056
unmatched,246.57,12.496,1046.9843,33517.0,100.0,100.0,79,CF2,-0.05110186029878605
unmatched,239.08,12.093,996.9846,38074.0,100.0,100.0,79,CF2,-0.048211675904894946
unmatched,253.87,12.879,1096.9794,32328.0,100.0,100.0,79,CF2,-0.0493917511937525
unmatched,246.54,13.301,1110.90675,94561.0,100.0,100.0,80,CF2,0.022369627182115437
unmatched,253.68,13.617,1160.9025499999998,8102.0,100.0,100.0,80,CF2,0.02337969162454101
unmatched,238.77,12.884,1060.909,7033.0,100.0,100.0,80,CF2,0.02330968715796189
unmatched,224.04,12.092,960.9123,34797.0,100.0,100.0,80,CF2,0.026389883674596604
unmatched,231.32,12.498,1010.913,9483.0,100.0,100.0,80,CF2,0.02249963547671996
