Match,Match Source,Classification Type,ID,RT,DT,CCS,m/zs,Mass Error (ppm),CCS Error (%),RT Error (%),ES01.d.DeMP, ES04.d.DeMP, ES11.d.DeMP, ES12.d.DeMP, ES13.d.DeMP, ES14.d.DeMP, ES17.d.DeMP, ES19.d.DeMP, ES21.d.DeMP, ES22.d.DeMP, ES24.d.DeMP, ES28.d.DeMP, ES30.d.DeMP, ES32.d.DeMP, ES02.d.DeMP, ES03.d.DeMP, ES05.d.DeMP, ES06.d.DeMP, ES07.d.DeMP, ES08.d.DeMP, ES09.d.DeMP, ES10.d.DeMP, ES15.d.DeMP, ES16.d.DeMP, ES18.d.DeMP, ES20.d.DeMP, ES23.d.DeMP, ES25.d.DeMP, ES26.d.DeMP, ES27.d.DeMP, ES29.d.DeMP, ES31.d.DeMP, ES33.d.DeMP, ES34.d.DeMP, ES35.d.DeMP, ES36.d.DeMP, ES37.d.DeMP, ES38.d.DeMP, ES39.d.DeMP, ES40.d.DeMP, ES41.d.DeMP, ES42.d.DeMP,Detection Frequency (%),Average Abundance
No Match,None,unmatched,78710,13.0305,19.985,153.04,239.0248,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4705.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,78658,9.239,20.043,153.2,239.0265,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,67693,15.394400000000001,19.777,151.032,239.05972000000003,,,,734.9529,0,17986.594999999998,1714.5163,0,1757.765,3886.1389999999997,5148.537,0,5275.071,0,0,2806.12,0,0,0,728.5875,0,1337.988,0,4988.5805,0,0,0,0,843.1123,0,1016.193,0,2099.413,0,4664.839,0,0,0,0,16653.346999999998,2046.721,0,0,0,0,100,100
No Match,None,unmatched,7282,0.642,18.95,144.81,239.0591,,,,0,0,0,0,34538.289000000004,0,0,0,0,31041.589,718.8269,0,0,0,0,0,0,0,0,0,0,0,141259.19900000002,0,0,0,0,53512.689000000006,0,0,0,116915.199,0,68598.249,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,9022,7.1512,19.641,149.92000000000002,239.06862,,,,9902.235999999999,3538.1009999999997,7490.531999999999,3439.942,4855.245,11785.039,7708.728999999999,9918.369999999999,3450.2709999999997,7527.184,10414.202000000001,5897.0509999999995,0,13653.899,14054.689,5033.876,7875.919,12358.019,9676.438,7253.213,11250.206,6485.71,8474.759,9462.187,11358.164,10587.639,10225.579,5541.406,10559.904999999999,8655.421,7732.075,9335.695,11681.809,6060.197,7951.656,37896.625,8390.603,13627.989,3929.486,11689.179,10430.449,13055.519,100,100
No Match,None,unmatched,67338,3.615,20.112,153.73,239.0824,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3023.7259999999997,0,0,0,0,100,100
No Match,None,unmatched,13223,7.5245,20.165,153.96,239.08364999999998,,,,0,0,0,0,0,5066.5109999999995,0,0,0,0,0,0,0,0,12322.659,0,15560.349,5748.11,0,7107.496,18324.289,0,0,0,0,0,0,0,4203.141,11347.548999999999,0,0,0,0,0,26233.295,0,30021.119,0,0,6973.067,5952.143,100,100
No Match,None,unmatched,76953,3.976,15.262,116.82,239.0855,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886.03,0,0,0,0,0,100,100
No Match,None,unmatched,95207,4.067,19.927,152.32,239.0865,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,83285,4.052,3.693,28.63,239.0882,,,,0,0,1333.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,85903,3.998,11.486,87.92,239.0885,,,,0,0,1133.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,52222,4.0005,5.954,31.295,239.0895,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831.6324000000001,0,0,0,0,0,0,0,0,0,4698.706,1700.587,0,0,100,100
No Match,None,unmatched,70127,4.013,3.887,30.17,239.0899,,,,0,0,0,0,0,0,0,0,0,0,0,0,1598.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042.017,0,100,100
No Match,None,unmatched,74557,3.9629999999999996,7.312,153.16,239.09039999999996,,,,0,0,1170.109,0,0,0,0,0,1157.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341.1605,0,0,0,2882.1459999999997,0,4291.289,2121.2799999999997,0,2493.6299999999997,100,100
No Match,None,unmatched,89425,4.018000000000001,15.974,148.38,239.0906,,,,0,0,0,0,0,2446.381,2229.029,902.9613,0,0,0,4989.416,0,8117.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3369.5739999999996,5425.584,0,0,100,100
No Match,None,unmatched,51850,4.009,15.085,115.41,239.0911,,,,0,0,0,0,0,0,0,0,0,0,0,722.8968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5002.626,0,0,0,0,0,0,801.9529,0,0,100,100
No Match,None,unmatched,70228,4.05,18.123,138.54,239.0918,,,,0,0,0,772.4273000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999.3167,855.3022,0,0,100,100
No Match,None,unmatched,64285,4.003666666666667,21.615,147.48333333333332,239.0927333333333,,,,4157.874,0,2290.8439999999996,964.6836000000001,0,0,3126.6569999999997,500.1275,5705.673,0,0,1181.881,941.3396,0,0,0,0,849.0954,0,0,0,0,0,1505.3,0,0,0,0,0,0,0,0,6366.536,0,0,0,5893.893,3694.2619999999997,0,0,2740.477,924.9730000000001,100,100
No Match,None,unmatched,52732,3.998,6.299,48.51,239.0932,,,,0,0,0,0,0,0,1144.401,0,1449.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3646.249,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,61128,3.9989999999999997,13.762,136.72,239.0937,,,,4596.858,0,2327.8909999999996,0,0,0,1262.42,12367.409,1255.212,0,0,6019.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7065.4259999999995,1831.4370000000001,0,0,2628.589,0,0,0,0,0,3246.509,0,1765.513,100,100
No Match,None,unmatched,77139,3.9875,15.556,72.525,239.0939,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1870.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1468.959,0,0,0,100,100
No Match,None,unmatched,69945,4.013,3.404,26.57,239.094,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2661.687,0,0,100,100
No Match,None,unmatched,78034,3.961,10.659,81.71,239.0944,,,,0,0,0,0,0,0,0,0,0,0,0,0,1060.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724.1935,0,0,100,100
No Match,None,unmatched,35089,3.979,5.408,41.82,239.0947,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3252.1319999999996,0,0,0,0,0,0,0,0,13870.128999999999,0,0,100,100
No Match,None,unmatched,72977,4.0005,29.697,127.165,239.0951,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1415.3951000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942.6454,0,0,0,0,0,0,0,742.1088,0,100,100
No Match,None,unmatched,62109,4.011,6.794,52.27,239.0958,,,,0,0,0,0,0,0,1070.521,0,0,0,0,0,0,1401.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427.661,0,0,0,100,100
No Match,None,unmatched,93474,3.992,4.247,27.755000000000003,239.0959,,,,0,0,631.3511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3040.493,0,0,100,100
No Match,None,unmatched,66002,4.008,6.184,47.58,239.0962,,,,0,0,0,0,0,0,0,0,0,0,0,3223.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,79305,4.001,3.131,24.48,239.0983,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1667.917,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,95050,3.942,18.498,141.44,239.1048,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,60243,3.997,5.39,41.54,239.1149,,,,0,0,0,0,0,0,0,0,4279.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,94653,3.548,17.652,134.82,239.9508,,,,526.3682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,93499,7.425,20.233,154.61,240.0889,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629.6227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,87969,1.944,20.03,153.07,240.0951,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,94214,4.007,2.933,22.97,240.0988,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567.4876,0,0,0,100,100
No Match,None,unmatched,95395,3.979,5.39,41.54,240.1003,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,55682,1.891,19.238,146.93,240.9807,,,,0,0,0,0,0,0,1635.445,0,0,0,0,0,855.8888000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205.643,0,0,1671.3410000000001,0,0,100,100
No Match,None,unmatched,86782,0.906,19.42,148.39,241.0203,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074.296,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,89015,0.718,18.972,143.976,241.02192,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10156.131,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,89015,0.7428333333333333,18.972,144.49166666666667,241.0222,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10156.131,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,31673,1.6623333333333334,19.443,148.4433333333333,241.0393,,,,3931.962,0,0,675.4978,2495.0299999999997,0,1989.243,0,1222.665,2853.83,2131.6531,7528.179999999999,4619.619,0,6720.385,2977.032,0,5328.197,6424.3,0,0,1040.056,3962.43,4908.062,0,2345.216,0,4214.349,0,11875.557999999999,706.3229,4073.999,10851.876,3354.1989999999996,7679.700999999999,4275.630999999999,4167.507,10251.916000000001,5392.089,10401.1247,4416.112999999999,1164.973,100,100
No Match,None,unmatched,78132,4.381,19.916,152.17,241.0421,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776.9,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,67032,0.637,19.532,149.25,241.0711,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2337.2929999999997,0,0,733.8268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,74994,3.3996666666666666,20.003,152.52666666666664,241.0755,,,,0,1040.773,0,0,0,0,0,0,0,0,626.1358,0,0,0,0,0,0,0,0,0,0,0,27819.298000000003,0,0,0,5955.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,94547,9.524999999999999,18.139,138.595,241.07505,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3067.6222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,47257,12.123,20.019,152.95,241.0851,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6318.871,0,0,0,0,0,2057.825,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,95817,4.696,20.29,155.02,241.0956,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,30298,1.0396666666666665,20.033,152.84333333333333,241.10920000000002,,,,0,840.7075,0,2165.9599999999996,0,0,688.4109,0,0,0,0,0,1893.983,5445.599,0,0,0,0,0,0,0,7953.382,0,0,0,30559.714,0,0,0,0,0,0,0,1439.044,0,0,2762.798,0,1149.765,0,0,0,100,100
No Match,None,unmatched,60459,1.283125,18.862,143.295,241.9763875,,,,0,76356.41000000002,0,1305.577,0,0,3408.2051999999994,0,0,0,106514.16599999998,0,0,0,0,0,0,0,0,0,0,0,38887.373,0,12054.797999999999,10187.988000000001,48928.32,0,0,0,7708.9349999999995,143385.717,0,0,0,0,1586.934,0,0,0,0,0,100,100
No Match,None,unmatched,48129,1.7733333333333334,20.466,156.1933333333333,242.04966666666667,,,,52239.139,8089.365,63999.418000000005,123019.39899999999,10861.923999999999,6032.804,116944.268,635911.399,41574.758,47161.039000000004,15193.542999999998,28670.712,46184.488,15872.195,48405.148,21883.554,8877.506,15386.738999999998,50503.438,28914.498,13925.249,329553.388,13961.289999999999,38133.168000000005,7863.695,251488.798,70493.01800000001,28987.123,993.1122,63975.549000000006,3168.3719999999994,7938.672999999999,147703.188,24184.059,101128.91799999999,5267.3303,209123.698,25224.406,165262.508,97032.438,18678.661999999997,20462.554,100,100
No Match,None,unmatched,54275,0.613,20.058,153.465,242.08155,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6706.9567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,35750,14.019,20.089,153.36,242.0808,,,,1124.213,0,1814.778,1319.137,0,0,1398.77,0,0,0,0,1914.852,0,0,0,0,0,0,0,0,0,0,0,0,0,2141.339,0,0,0,0,0,0,3843.2949999999996,0,0,0,2107.5119999999997,0,0,0,805.2881,0,100,100
No Match,None,unmatched,83952,14.889,20.172,153.92,242.081,,,,0,0,0,0,0,0,0,0,0,0,0,1279.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,56149,1.69,19.971,152.44,243.0351,,,,0,0,0,0,0,0,0,0,0,1464.936,0,0,0,0,0,0,0,0,0,0,0,0,3765.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,28053,1.764,19.959,152.38,243.0376,,,,0,0,0,0,3820.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9280.552,0,0,0,0,15085.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,81979,1.691,20.415,155.9,243.0542,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,72116,1.18,19.65,150.08,243.0545,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2397.48,100,100
No Match,None,unmatched,11600,0.525,19.491,148.81,243.0634,,,,8375.099,4662.812,2100.24,9040.944,2340.0609999999997,1535.647,11134.949,13078.169,4895.624,3575.0789999999997,4203.846,2587.232,6423.269,5053.086,2517.845,1454.135,0,1478.141,5796.245,0,0,5334.179999999999,0,11156.739,5694.201,3300.683,1824.94,1859.188,0,2407.866,0,2491.3599999999997,11527.819,0,8169.607,0,7729.513,4164.865,8551.046,8786.681,3591.493,3941.107,100,100
No Match,None,unmatched,78688,9.796,19.581,149.55,243.0643,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1724.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,93210,6.858,19.801,151.23,243.0666,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654.1734,0,0,0,0,0,0,100,100
No Match,None,unmatched,64702,4.607,19.99,152.58,243.0681,,,,0,0,0,0,0,0,0,0,0,0,1796.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,17378,2.875,20.373,155.55,243.078,,,,0,0,0,0,0,0,0,0,0,1900.021,0,0,0,0,0,0,0,0,0,0,0,0,32630.879,0,12191.479,0,0,0,0,0,0,29562.929,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,51126,13.386666666666665,20.124,153.6966666666667,243.10063333333332,,,,22519.254,51101.308000000005,26219.113,16620.417999999998,78143.748,65340.90900000001,32020.487,84714.598,53911.868,80776.628,43324.878,37338.308,22353.432399999998,38550.218,60770.658,57267.958,46110.458,59311.048,86174.928,53392.588,54919.92800000001,35320.198000000004,63105.028000000006,73867.10800000001,54215.678,87869.998,48604.758,87778.628,65847.046,42717.228,65513.89300000001,64274.03800000001,53362.768,75349.20800000001,63513.818,50097.268000000004,32616.338,65484.778000000006,38960.748,24268.939,52944.488000000005,51085.498,100,100
No Match,None,unmatched,8849,12.493,20.141,153.77,243.1007,,,,0,2452.038,0,0,14831.489,34286.899000000005,4647.896,7073.237999999999,7860.852,0,1853.424,0,0,1800.33,7198.83,4540.416,1987.91,6845.508,22820.279,8893.451,21120.079,2686.365,3197.5899999999997,11328.069,5908.124,7348.994,0,7420.891,17356.469,5953.29,19993.529,0,2752.899,5323.1759999999995,15748.589,17814.489,0,18365.499,0,0,5675.632,11741.019,100,100
No Match,None,unmatched,36705,0.529,19.981,152.5,243.1046,,,,0,0,0,0,1228.674,0,0,0,0,6081.483,934.7834,0,0,0,0,2087.877,0,0,0,0,0,0,0,5189.045999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,28088,11.807,20.078,153.25,243.118,,,,0,0,1809.33,0,0,0,15021.529,0,0,3589.7859999999996,0,0,0,0,0,0,0,0,3290.1479999999997,0,0,1920.259,0,0,0,0,0,0,0,0,2484.8639999999996,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,46399,2.655,19.142,146.19,243.9777,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8759.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,37348,1.5255,19.17,146.425,243.9931,,,,0,2768.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13390.696,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,53617,0.679,19.518,148.89,244.0294,,,,0,3441.3489999999997,0,0,0,0,0,0,0,0,2510.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,15875,2.3505000000000003,20.14,154.13,244.06535,,,,0,21435.389,0,0,0,0,0,0,0,0,18346.909,0,0,0,0,0,0,0,0,0,0,0,24640.819,0,5269.099200000001,2539.37,23493.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,62208,10.412,20.298,154.98,244.0676,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3881.183,0,0,0,0,0,0,100,100
No Match,None,unmatched,34564,9.809,19.875,151.76,244.0715,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17720.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,75349,10.329,19.912,152.04,244.0727,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2045.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,52102,1.7555,19.596,150.00500000000002,244.08885000000004,,,,0,0,0,0,0,0,0,0,768.1534,0,0,0,1486.191,1979.085,0,0,0,0,729.5260000000001,0,0,7988.3117999999995,0,0,0,0,0,1147.349,0,0,0,0,0,1040.352,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,93710,13.0735,20.169,153.595,244.10444999999999,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,42225,6.333,17.929,136.9,244.9085,,,,0,0,0,0,0,0,0,0,0,0,0,0,1404.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583.9734,0,0,4027.107,5044.871999999999,0,0,0,0,100,100
No Match,None,unmatched,89374,1.033,19.348,147.39499999999998,244.99765,,,,0,0,0,0,10419.999,0,0,0,0,4155.922,0,0,0,0,0,0,0,0,0,0,0,0,8895.652,0,0,0,0,13508.409,0,0,0,0,0,8693.193299999999,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,83874,1.786,20.008,152.74,245.0259,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285.117,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,24438,3.912,19.191,146.37,245.0715,,,,0,0,0,8280.599,0,0,3765.625,0,3625.3239999999996,0,0,0,18104.899,4152.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,72994,1.6343333333333334,19.628,149.585,245.08408333333333,,,,31967.579,0,8637.431999999999,25884.908,0,846.9704,13368.952999999998,0,22794.6167,5590.1641,0,5044.063999999999,23931.719,56661.60399999999,0,0,0,0,30153.404000000002,0,2984.1492000000003,85792.51800000001,0,21005.038,0,0,0,34004.831999999995,0,0,11055.987,0,10459.529,51355.253899999996,4795.632,3198.194,39193.97900000001,0,13037.138,10078.187,1212.231,0,100,100
No Match,None,unmatched,12249,9.694,19.283,147.15,245.0862,,,,0,0,0,0,0,0,96583.83899999999,0,0,2869.4739999999997,0,0,0,0,0,0,0,0,35508.459,0,0,0,0,0,0,0,0,0,0,0,26222.249,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,61603,4.545,20.479,156.32,245.0945,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857.005,0,1982.957,0,0,0,1159.351,100,100
No Match,None,unmatched,83816,0.734,19.801,151.17,245.1066,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289.741,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,49733,13.9885,20.37,155.32999999999998,245.1166,,,,3240.4979999999996,0,0,0,1528.808,8061.468,1244.707,2146.745,1441.423,4538.235,0,0,0,2299.79,2268.598,0,4047.292,2618.6679999999997,2651.417,1011.293,3815.9717,1137.415,0,1827.012,0,6188.562,0,8594.7269,4719.313,2029.52,5906.108,0,1078.537,2248.4324,2539.076,2273.64,0,0,0,1496.347,0,4785.206999999999,100,100
No Match,None,unmatched,28166,4.9,18.262,139.43,245.8971,,,,0,0,0,0,0,0,0,0,0,0,1683.584,0,0,0,0,0,0,0,0,0,1111.921,0,0,0,2345.1079999999997,0,5740.572999999999,2108.5429999999997,2474.8709999999996,0,0,3123.0389999999998,0,0,7054.937,788.0099,0,0,0,0,1511.183,0,100,100
No Match,None,unmatched,42595,1.762,20.171,153.87,245.9908,,,,0,0,0,0,0,0,0,5320.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5496.8369999999995,0,0,0,100,100
No Match,None,unmatched,75260,2.3510000000000004,19.578,149.38,246.03446666666665,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1714.938,0,2953.0159999999996,0,0,0,0,0,0,41487.266,0,0,17585.019,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,90447,2.736,19.507,148.9,246.0391,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838.3784,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,90356,6.967,19.766,150.86,246.048,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844.2336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,6856,3.611,20.519,156.55,246.081,,,,0,87526.719,0,0,0,3998.7529999999997,0,0,0,0,61566.799000000006,2026.438,0,0,5689.721,3517.9109999999996,0,0,0,0,571.9143,0,171158.899,0,29142.029,6485.246,86218.72899999999,7641.294,3675.4849999999997,0,0,0,1253.772,0,0,8312.033,0,6665.459,0,0,7506.755,3320.254,100,100
No Match,None,unmatched,46990,10.058,19.522,148.85,246.0933,,,,0,0,0,0,0,0,8490.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
