PrecursorName,SMILES,Formula,PrecursorMz,PrecursorAdduct
Perfluorotridecanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13HF25O2,662.9504533,M-H
"Perfluoro-2-(2-ethoxyethoxy)-1,1-diphenylethan-1-ol",OC(C1=C(F)C(F)=C(F)C(F)=C1F)(C1=C(F)C(F)=C(F)C(F)=C1F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,C18HF21O3,662.9517553,M-H
2-(Perfluorododecyl)ethanol,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H5F25O,662.9868389,M-H
Heptadecafluoro-N-(2-(phosphonooxy)ethyl)-N-propyloctanesulphonamide,CCCN(CCOP(O)(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H13F17NO6PS,663.9856941,M-H
STK252124,COC1=CC(=CC(OC)=C1)C(=O)NC(=S)NC1=CC=CC(=C1)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,C22H15F13N2O5S,665.0421289,M-H
"1-Octanesulfonamide, N-dodecyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-",CCCCCCCCCCCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C20H26F17NO2S,666.133999,M-H
"5-Benzamido-2,4-dibromo-N-[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]benzamide",CC1=CC(=CC(C)=C1NC(=O)C1=C(Br)C=C(Br)C(NC(=O)C2=CC=CC=C2)=C1)C(F)(C(F)(F)F)C(F)(F)F,C25H17Br2F7N2O2,666.947221,M-H
"1,12-Dodecanediol, 4,4,5,5,6,6,7,7,8,8,9,9-dodecafluoro-2,11-diiodo-",OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CO,C12H12F12I2O2,668.86623,M-H
8:2 Fluorotelomer sulfonamide betaine,C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,C17H19F17N2O4S,669.072127,M-H
"N-(2-Carboxyethyl)-N,N-dimethyl-3-[(perfluoro-1-oxodecyl)amino]propanaminium",C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC([O-])=O,C18H17F19N2O3,669.0862975,M-H
"13-[4-(Tridecafluorohexyl)phenyl]-3,6,9,12-tetraoxaoctadecan-1-ol",CCCCCC(OCCOCCOCCOCCO)C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C26H33F13O5,671.2047603,M-H
"4-{2-[2,4-Bis(2-methylbutan-2-yl)phenoxy]butanamido}-2-hydroxy-N-(nonafluorobutyl)benzamide",CCC(OC1=CC=C(C=C1C(C)(C)CC)C(C)(C)CC)C(=O)NC1=CC=C(C(=O)NC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(O)=C1,C31H37F9N2O4,671.2536811,M-H
3-(Perfluorodecyl)-2-hydroxypropyl dihydrogen phosphate,OC(COP(O)(O)=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H8F21O5P,672.9701218,M-H
"N,N'-(3,4-Dioxocyclobut-1-ene-1,2-diyl)bis(1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonamide)",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NC1=C(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C1=O,C12H2F18N2O6S2,674.8994051,M-H
12:2 Fluorotelomer sulfonic acid,OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H5F23O3S,676.9519329,M-H
1-((3-(Dimethylamino)propyl)amino)-(3-(perfluorodecyl))propan-2-ol,CN(C)CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C18H19F21N2O,677.1089247,M-H
"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12-tetracosafluorododecane-1-sulfonic acid",[H]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(O)(=O)=O,C12H2F24O3S,680.926861,M-H
Flubendiamide,CC1=CC(=CC=C1NC(=O)C1=CC=CC(I)=C1C(=O)NC(C)(C)CS(C)(=O)=O)C(F)(C(F)(F)F)C(F)(F)F,C23H22F7IN2O4S,681.01604,M-H
"2-(2,4-Di-tert-pentylphenoxy)-3'-hydroxy-4'-[(5H-perfluorovaleryl)amino]hexananilide",CCCCC(OC1=C(C=C(C=C1)C(C)(C)CC)C(C)(C)CC)C(=O)NC1=CC=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F)C(O)=C1,C33H42F8N2O4,681.2944031,M-H
"Hexanamide, 2-[2,4-bis(1,1-dimethylpropyl)phenoxy]-N-[3-hydroxy-4-[(octafluoro-1-oxopentyl)amino]phenyl]- (9CI)",CCCCC(OC1=C(C=C(C=C1)C(C)(C)CC)C(C)(C)CC)C(=O)NC1=CC(O)=C(NC(=O)C(F)(F)C(F)(F)C(F)C(F)(F)F)C=C1,C33H42F8N2O4,681.2944031,M-H
"Hexanamide, 6-[2,4-bis(1,1-dimethylpropyl)phenoxy]-N-[3-hydroxy-4-[(octafluoro-1-oxopentyl)amino]phenyl]- (9CI)",CCC(C)(C)C1=CC(=C(OCCCCCC(=O)NC2=CC(O)=C(NC(=O)C(F)(F)C(F)(F)C(F)C(F)(F)F)C=C2)C=C1)C(C)(C)CC,C33H42F8N2O4,681.2944031,M-H
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Henicosafluorododecyl phenylcarbamate",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)NC1=CC=CC=C1,C19H10F21NO2,682.03034,M-H
1-(Carboxymethyl)-1-(2-hydroxyethyl)-4-(perfluoro-1-oxodecyl)piperazinium,OCC[N+]1(CC([O-])=O)CCN(CC1)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C18H15F19N2O4,683.0655621,M-H
Undecafluorocyclohexanemethanol hydrogen phosphate,OP(=O)(OCC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F)OCC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C14H5F22O4P,684.9501352,M-H
"1,1,3,5,5-Pentamethyl-1,5-bis(3,3,4,4,5,5,6,6,6-nonafluorohexyl)trisiloxane",C[SiH](O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C17H24F18O2Si3,685.0723866,M-H
8:2 Fluorotelomer thioether amido sulfonic acid,CC(C)(CS(O)(=O)=O)NC(=O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C17H18F17NO4S2,686.0332992,M-H
"1-(Perfluoro-7-methyloctyl)-4,7,10-trioxatetradecan-2-ol",CCCCOCCOCCOCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C20H23F19O4,687.1220143,M-H
"2-Propenoic acid, 2-methyl-, 2-[[[[5-[[[2-[ethyl[(nonafluorobutyl)sulfonyl]amino]ethoxy]carbonyl]amino]-2-methylphenyl]amino]carbonyl]oxy]propyl ester",[H]N(C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=CC(N([H])C(=O)OC(C)COC(=O)C(C)=C)=C(C)C=C1,C24H28F9N3O8S,688.1380595,M-H
"3,5,12-Trihydroxy-3-(hydroxyacetyl)-10-methoxy-6,11-dioxo-1,2,3,4,6,11-hexahydrotetracen-1-yl 2,3,6-trideoxy-3-[(2,2,3,3,3-pentafluoro-1-hydroxypropylidene)amino]hexopyranoside",COC1=CC=CC2=C1C(=O)C1=C(C(O)=C3CC(O)(CC(OC4CC(N=C(O)C(F)(F)C(F)(F)F)C(O)C(C)O4)C3=C1O)C(=O)CO)C2=O,C30H28F5NO12,688.1458862,M-H
Tetracosafluorotetradecanedioic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,C14H2F24O4,688.9497045,M-H
6:2 4:2 Diperfluorooctyl phosphate,OP(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H9F22O4P,688.9814354,M-H
(Perfluoro-9-methyldecyl)ethyl dihydrogen phosphate,OP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C13H6F23O4P,692.9563634,M-H
14-H-Perfluorotetradecanoic acid,[H]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,C14H2F26O2,694.9566815,M-H
10:2 Fluorotelomer sulfonamido N-monomethyl amine,[H]N(C)CCCN([H])S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C16H15F21N2O2S,697.0446103,M-H
Perfluorododecane amido amine,CN(C)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C17H13F23N2O,697.0587808,M-H
Perfluorododecanesulfonic acid,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12HF25O3S,698.9174391,M-H
"1H,1H-Perfluoro-1-tetradecanol",OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H3F27O,698.9679951,M-H
"(?R,7?)-3-Hydroxy-?-((perfluorobutyl)propyl)-17-oxo-estra-1,3,5(10)-triene-7-decanoic acid",[H]C(CCCCCCCC[C@]1([H])CC2=CC(O)=CC=C2[C@@]2([H])CC[C@]3(C)C(=O)CC[C@@]3([H])[C@]12[H])(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(O)=O,C35H45F9O4,699.3101334,M-H
Bis(tridecafluorohexyl)phosphinic acid,OP(=O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12HF26O2P,700.9226185,M-H
8:2 Fluorotelomer sulfoxide amido sulfonic acid,CC(C)(CS(O)(=O)=O)NC(=O)CCS(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C17H18F17NO5S2,702.0282138,M-H
"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-N-[3-(triethoxysilyl)propyl]octane-1-sulfonamide",CCO[Si](CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,C17H22F17NO5SSi,702.0643693,M-H
2-[[[[2-Methyl-5-[[[4-[methyl[(nonafluorobutyl)sulfonyl]amino]butoxy]carbonyl]amino]phenyl]amino]carbonyl]oxy]propyl-2-methylpropenoate,CC(COC(=O)C(C)=C)O\C(O)=N\C1=C(C)C=CC(=C1)\N=C(/O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C25H30F9N3O8S,702.1537096,M-H
"4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,13-Henicosafluoro-2-iodotridecan-1-ol",OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H6F21IO,702.90552,M-H
"1-Propanesulfonic acid, 3-[[3-(dimethylamino)propyl][(heptadecafluorooctyl)sulfonyl]amino]-",CN(C)CCCN(CCCS(O)(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C16H19F17N2O5S2,705.0391128,M-H
Perfluoroundecane amide betaine,C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,C18H15F21N2O3,705.0674538,M-H
"[4-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)phenyl](diphenyl)methanol",OC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,C29H19F17O,705.109164,M-H
"7,8-Bis(5,5,6,6,7,7,7-heptafluoroheptyl)tetradecanedioic acid",OC(=O)CCCCCC(CCCCC(F)(F)C(F)(F)C(F)(F)F)C(CCCCCC(O)=O)CCCCC(F)(F)C(F)(F)C(F)(F)F,C28H40F14O4,705.2630241,M-H
AC1NQMY9,FC(F)(F)C(OP123NC(O1)(C(F)(F)F)C(F)(F)F)C(F)(F)F.FC(F)(F)C(O2)(C(F)(F)F)C(O3)(C(F)(F)F)C(F)(F)F,C12H2F24NO4P,709.9265405,M-H
"10:2 Fluorotelomer sulfonamido N,N-dimethyl amine",[H]N(CCCN(C)C)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C17H17F21N2O2S,711.0602604,M-H
"3,3'-Diamino-N,N'-[perfluoropropane-2,2-diylbis(6-hydroxy-3,1-phenylene)]dibenzamide",NC1=CC=CC(=C1)C(\O)=N/C1=C(F)C(=C(F)C(F)=C1O)C(C1=C(F)C(F)=C(O)C(\N=C(/O)C2=CC(N)=CC=C2)=C1F)(C(F)(F)F)C(F)(F)F,C29H16F12N4O4,711.090713,M-H
Perfluorotetradecanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14HF27O2,712.9472597,M-H
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,15-Heptacosafluoropentadecan-1-ol",OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H5F27O,712.9836452,M-H
"4,5,5,5-Tetrafluoro-4-{1,1,2,3,3,3-hexafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propoxy}-N-propylpentan-1-amine",CCCNCCCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C17H14F23NO3,716.0533611,M-H
Perfluorotetradecanedioic acid dihydrazide,NNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NN,C14H6F24N4O2,717.0034714,M-H
3-{[3-(Dimethylamino)-2-hydroxypropyl][(heptadecafluorooctyl)sulfonyl]amino}-1-propanesulfonic acid,CN(C)CC(O)CN(CCCS(O)(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C16H19F17N2O6S2,721.0340275,M-H
3-{[3-(Dimethylamino)propyl][(heptadecafluorooctyl)sulfonyl]amino}-2-hydroxy-1-propanesulfonic acid,CN(C)CCCN(CC(O)CS(O)(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C16H19F17N2O6S2,721.0340275,M-H
3-(Perfluoro(9-methyldecyl))-2-hydroxypropyl dihydrogen phosphate,OC(COP(O)(O)=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C14H8F23O5P,722.9669281,M-H
"6-chloro-N-[3-[(6-chloro-2,2,3,3,4,4,5,5,6,6-decafluorohexanoyl)amino]-2,2-dimethylpropyl]-2,2,3,3,4,4,5,5,6,6-decafluorohexanamide",CC(C)(CNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl)CNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,C17H12Cl2F20N2O2,724.9883663,M-H
"N-{1-[3,5-Bis({[tert-butyl(dimethyl)silyl]oxy}methyl)phenyl]-2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptylidene}hydroxylamine",CC(C)(C)[Si](C)(C)OCC1=CC(=CC(CO[Si](C)(C)C(C)(C)C)=C1)C(=NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C27H38F13NO3Si2,726.2109833,M-H
"(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-Pentacosafluorotetradecyl)phosphonic acid",OP(O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H6F25O3P,726.9582551,M-H
1-((3-(Dimethylamino)propyl)amino)-(3-(perfluoro-9-methyldecyl))propanol,CN(C)CCCNC(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C19H19F23N2O,727.105731,M-H
2-(Perfluorodecyl)ethyl N-1-naphthalenylcarbamate,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)NC1=CC=CC2=CC=CC=C12,C23H12F21NO2,732.0459901,M-H
"2-Propenoic acid, 2-methyl-, 2-[[[[5-[[[2-[ethyl[(undecafluoropentyl)sulfonyl]amino]ethoxy]carbonyl]amino]-2-methylphenyl]amino]carbonyl]oxy]propyl ester",[H]N(C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=CC(N([H])C(=O)OC(C)COC(=O)C(C)=C)=C(C)C=C1,C25H28F11N3O8S,738.1348658,M-H
"N,N-Bis(2-hydroxyethyl)-4-(perfluoro(4-ethyl-3,4-dimethylhex-2-en-2-yl)oxy)benzenesulfonamide",OCCN(CCO)S(=O)(=O)C1=CC=C(OC(=C(C(F)(F)F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F)C=C1,C20H14F19NO5S,740.0216488,M-H
12:2 Fluorotelomer dihydrogen phosphate,OP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H6F25O4P,742.9531697,M-H
4-[(Pentacosafluorododecyl)sulfanyl]phenol,OC1=CC=C(SC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,C18H5F25OS,742.95891,M-H
"Tetradecanoic acid, 1,1'-(methyl(3,3,4,4,5,5,6,6,6-nonafluorohexyl)silylene) ester",CCCCCCCCCCCCC(C(O)=O)[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(CCCCCCCCCCCC)C(O)=O,C35H61F9O4Si,743.4122604,M-H
15-H-Perfluoropentadecanoic acid,[H]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,C15H2F28O2,744.9534879,M-H
Perfluorotridecanesulfonic acid,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13HF27O3S,748.9142455,M-H
"3-(((Perfluorooctyl)sulfonyl)(3-sulfopropyl)amino)-N-(2-hydroxyethyl)-N,N-dimethylpropanaminium",C[N+](C)(CCO)CCCN(CCCS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C18H23F17N2O6S2,749.0653276,M-H
(2-Carboxylatoethyl)-3-((perfluorodecyl)-2-hydroxypropyl)aminopropyldimethylammonium,[H]N(CCC[N+](C)(C)CCC([O-])=O)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C21H23F21N2O3,749.130054,M-H
2-[[[[2-Methyl-5-[[[4-[methyl[(undecafluoropentyl)sulfonyl]amino]butoxy]carbonyl]amino]phenyl]amino]carbonyl]oxy]propyl-2-methylpropenoate,CC(COC(=O)C(C)=C)O\C(O)=N\C1=C(C)C=CC(=C1)\N=C(/O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C26H30F11N3O8S,752.1505159,M-H
"4,5,6-Trihydroxy-1,2,3-tris(trifluoroacetyl)cyclohexane-1,2,3-triyl tris(trifluoroacetate)",OC1C(O)C(OC(=O)C(F)(F)F)(C(=O)C(F)(F)F)C(OC(=O)C(F)(F)F)(C(=O)C(F)(F)F)C(OC(=O)C(F)(F)F)(C1O)C(=O)C(F)(F)F,C18H6F18O12,754.9499026,M-H
Perfluorododecane amide betaine,C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,C19H15F23N2O3,755.0642601,M-H
"N-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctyl)-P,P-bis(pentafluorophenyl)phosphinous amide",FC1=C(F)C(F)=C(P(NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C2=C(F)C(F)=C(F)C(F)=C2F)C(F)=C1F,C20H3F25NP,761.9531102,M-H
Hexacosafluoro-13-(trifluoromethyl)myristic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C15HF29O2,762.944066,M-H
Perfluoropentadecanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15HF29O2,762.944066,M-H
2-(Perfluorotetradecyl)ethan-1-ol,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C16H5F29O,762.9804515,M-H
"p,p'-Bis(undecafluorocyclohexanemethanol) pyrophosphate",OP(=O)(OCC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F)OP(O)(=O)OCC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C14H6F22O7P2,764.9164661,M-H
"[4-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)phenyl]bis(4-methoxyphenyl)methanol",COC1=CC=C(C=C1)C(O)(C1=CC=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1)C1=CC=C(OC)C=C1,C31H23F17O3,765.1302934,M-H
10:2 Fluorotelomer sulfonamide betaine,C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,C19H19F21N2O4S,769.0657397,M-H
3-(Perfluorododecyl)-2-hydroxypropyl dihydrogen phosphate,OC(COP(O)(O)=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H8F25O5P,772.9637344,M-H
"Diethyl 2,6-dihydroxy-2,6-bis(nonafluorobutyl)-4-phenyloxane-3,5-dicarboxylate",CCOC(=O)C1C(C(C(=O)OCC)C(O)(OC1(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=CC=CC=C1,C25H20F18O7,773.0848799,M-H
Bis[N-methyl(perfluorobutyl)sulfonamidoethyl]phosphoric acid,CN(CCOP(O)(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H15F18N2O8PS2,774.9647217,M-H
"4-Heptanone, 2,6-bis(trifluoromethyl)-2,6-dihydroxy-1,1,1,7,7,7-hexafluoro-, azine",OC(CC(CC(O)(C(F)(F)F)C(F)(F)F)=NN=C(CC(O)(C(F)(F)F)C(F)(F)F)CC(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C18H12F24N2O4,775.0341028,M-H
